,sport_title,game_id,home_team,away_team,market,wager,value,average_market_odds,highest_bettable_odds,other_average_market_odds,no_vig_prob_1,ev,snapshot_time,sportsbooks_used,game_date,sport_title_display,sport_league_display,market_display,wager_display,betonlineag,betmgm,betrivers,betus,bovada,draftkings,fanduel,lowvig,mybookieag,pointsbetus,superbook,twinspires,unibet_us,williamhill_us,wynnbet,betparx,espnbet,fliff,sisportsbook,tipico_us,windcreek,betfair_ex_uk,betfair_sb_uk,betvictor,betway,boylesports,casumo,coral,grosvenor,ladbrokes_uk,leovegas,livescorebet,matchbook,mrgreen,paddypower,skybet,unibet_uk,virginbet,williamhill,onexbet,sport888,betclic,betfair_ex_eu,betsson,coolbet,everygame,livescorebet_eu,marathonbet,nordicbet,pinnacle,suprabets,unibet_eu,betfair_ex_au,betr_au,bluebet,ladbrokes_au,neds,playup,pointsbetau,sportsbet,tab,topsport,unibet
0,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,Orlando Magic_-20.5,-20.5,11.675000000000002,14.0,1.025,0.0807086614173228,12.992125984251912,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,Orlando Magic -20.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0.0,9.35,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,Orlando Magic_-22.5,-22.5,12.645,15.0,1.02,0.0746432491767288,11.964873765093298,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,Orlando Magic -22.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0.0,10.29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,Orlando Magic_-17.5,-17.5,8.47,10.0,1.0550000000000002,0.110761154855643,10.761154855643063,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,Orlando Magic -17.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0.0,6.94,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,Orlando Magic_-21.5,-21.5,11.905,14.0,1.02,0.078916827852998,10.483558994197272,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,Orlando Magic -21.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0.0,9.81,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,Orlando Magic_-18.5,-18.5,9.245,10.8,1.045,0.1015549076773566,9.67930029154519,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,Orlando Magic -18.5,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0,0.0,7.69,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,Orlando Magic_-19.5,-19.5,10.31,12.0,1.035,0.0912296165711767,9.475539885412122,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,Orlando Magic -19.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0.0,8.62,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,New York Knicks_-18.5,-18.5,10.31,12.0,1.035,0.0912296165711767,9.475539885412122,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,New York Knicks -18.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0.0,8.62,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,New York Knicks_-14.5,-14.5,7.41,8.6,1.0750000000000002,0.126694166175604,8.956982911019463,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,New York Knicks -14.5,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0,0.0,6.22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,Orlando Magic_-16.5,-16.5,7.69,8.9,1.07,0.1221461187214611,8.710045662100452,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,Orlando Magic -16.5,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0,0.0,6.48,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,New York Knicks_-17.5,-17.5,9.495,11.0,1.04,0.0987185571903179,8.590412909349777,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,New York Knicks -17.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0.0,7.99,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,New York Knicks_-20.5,-20.5,12.145,14.0,1.02,0.0774781617926319,8.469426509684752,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,New York Knicks -20.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0.0,10.29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,Orlando Magic_-15.5,-15.5,6.974999999999999,8.0,1.085,0.1346153846153846,7.692307692307709,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,Orlando Magic -15.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0.0,5.95,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,basketball_nba,c80c1735bd37c745dfdc32342ab8e7c4,New York Knicks,Orlando Magic,alternate_spreads,New York Knicks_-15.5,-15.5,8.120000000000001,9.3,1.06,0.1154684095860566,7.385620915032687,2024-03-08 13:37:19.587464,['Fanduel'],2024-03-09T00:40:00Z,Pro Basketball,NBA,Spread,New York Knicks -15.5,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0,0.0,6.94,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
