date,Start (ET),away_team,PTS,home_team,PTS.1,Arena,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
1/26/24,8:00p,Cleveland Cavaliers,,Milwaukee Bucks,,Fiserv Forum,Milwaukee Bucks,,Cleveland Cavaliers,Cleveland Cavaliers,Milwaukee Bucks,Eastern,Central,Western,Central,Central,Central,Western,Eastern,Fri,8:00:00 PM,20:00:00,N,1/26/24,Cleveland CavaliersMilwaukee Bucks2024-01-26
1/26/24,8:00p,Oklahoma City Thunder,,New Orleans Pelicans,,Smoothie King Center,New Orleans Pelicans,,Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Fri,8:00:00 PM,20:00:00,N,1/26/24,New Orleans PelicansOklahoma City Thunder2024-01-26
1/26/24,9:30p,Portland Trail Blazers,,San Antonio Spurs,,AT&T Center,San Antonio Spurs,,Portland Trail Blazers,Portland Trail Blazers,San Antonio Spurs,Western,Southwest,Western,Northwest,Northwest,Southwest,Western,Western,Fri,9:30:00 PM,21:30:00,N,1/26/24,Portland Trail BlazersSan Antonio Spurs2024-01-26
1/27/24,12:00p,Washington Wizards,,Detroit Pistons,,Little Caesars Arena,Detroit Pistons,,Washington Wizards,Detroit Pistons,Washington Wizards,Eastern,Central,Eastern,Southeast,Central,Southeast,Eastern,Eastern,Sat,12:00:00 PM,12:00:00,D,1/27/24,Detroit PistonsWashington Wizards2024-01-27
1/27/24,3:00p,Miami Heat,,New York Knicks,,Madison Square Garden (IV),New York Knicks,,Miami Heat,Miami Heat,New York Knicks,Eastern,Atlantic,Eastern,Southeast,Southeast,Atlantic,Eastern,Eastern,Sat,3:00:00 PM,15:00:00,D,1/27/24,Miami HeatNew York Knicks2024-01-27
1/27/24,5:30p,Philadelphia 76ers,,Denver Nuggets,,Ball Arena,Denver Nuggets,,Philadelphia 76ers,Denver Nuggets,Philadelphia 76ers,Western,Northwest,Eastern,Atlantic,Northwest,Atlantic,Western,Eastern,Sat,5:30:00 PM,17:30:00,N,1/27/24,Denver NuggetsPhiladelphia 76ers2024-01-27
1/27/24,6:00p,Houston Rockets,,Brooklyn Nets,,Barclays Center,Brooklyn Nets,,Houston Rockets,Brooklyn Nets,Houston Rockets,Eastern,Atlantic,Western,Southwest,Atlantic,Southwest,Eastern,Western,Sat,6:00:00 PM,18:00:00,N,1/27/24,Brooklyn NetsHouston Rockets2024-01-27
1/27/24,7:00p,Los Angeles Clippers,,Boston Celtics,,TD Garden,Boston Celtics,,Los Angeles Clippers,Boston Celtics,Los Angeles Clippers,Eastern,Atlantic,Western,Pacific,Atlantic,Pacific,Eastern,Western,Sat,7:00:00 PM,19:00:00,N,1/27/24,Boston CelticsLos Angeles Clippers2024-01-27
1/27/24,7:00p,Utah Jazz,,Charlotte Hornets,,Spectrum Center,Charlotte Hornets,,Utah Jazz,Charlotte Hornets,Utah Jazz,Eastern,Southeast,Western,Northwest,Southeast,Northwest,Eastern,Western,Sat,7:00:00 PM,19:00:00,N,1/27/24,Charlotte HornetsUtah Jazz2024-01-27
1/27/24,8:00p,New Orleans Pelicans,,Milwaukee Bucks,,Fiserv Forum,Milwaukee Bucks,,New Orleans Pelicans,Milwaukee Bucks,New Orleans Pelicans,Eastern,Central,Western,Southwest,Central,Southwest,Eastern,Western,Sat,8:00:00 PM,20:00:00,N,1/27/24,Milwaukee BucksNew Orleans Pelicans2024-01-27
1/27/24,8:30p,Los Angeles Lakers,,Golden State Warriors,,Chase Center,Golden State Warriors,,Los Angeles Lakers,Golden State Warriors,Los Angeles Lakers,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Sat,8:30:00 PM,20:30:00,N,1/27/24,Golden State WarriorsLos Angeles Lakers2024-01-27
1/27/24,8:30p,Minnesota Timberwolves,,San Antonio Spurs,,AT&T Center,San Antonio Spurs,,Minnesota Timberwolves,Minnesota Timberwolves,San Antonio Spurs,Western,Southwest,Western,Northwest,Northwest,Southwest,Western,Western,Sat,8:30:00 PM,20:30:00,N,1/27/24,Minnesota TimberwolvesSan Antonio Spurs2024-01-27
1/27/24,9:00p,Sacramento Kings,,Dallas Mavericks,,American Airlines Center,Dallas Mavericks,,Sacramento Kings,Dallas Mavericks,Sacramento Kings,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Sat,9:00:00 PM,21:00:00,N,1/27/24,Dallas MavericksSacramento Kings2024-01-27
1/28/24,3:30p,Memphis Grizzlies,,Indiana Pacers,,Gainbridge Fieldhouse,Indiana Pacers,,Memphis Grizzlies,Indiana Pacers,Memphis Grizzlies,Eastern,Central,Western,Southwest,Central,Southwest,Eastern,Western,Sun,3:30:00 PM,15:30:00,D,1/28/24,Indiana PacersMemphis Grizzlies2024-01-28
1/28/24,6:00p,Toronto Raptors,,Atlanta Hawks,,State Farm Arena,Atlanta Hawks,,Toronto Raptors,Atlanta Hawks,Toronto Raptors,Eastern,Southeast,Eastern,Atlantic,Southeast,Atlantic,Eastern,Eastern,Sun,6:00:00 PM,18:00:00,N,1/28/24,Atlanta HawksToronto Raptors2024-01-28
1/28/24,6:00p,Oklahoma City Thunder,,Detroit Pistons,,Little Caesars Arena,Detroit Pistons,,Oklahoma City Thunder,Detroit Pistons,Oklahoma City Thunder,Eastern,Central,Western,Northwest,Central,Northwest,Eastern,Western,Sun,6:00:00 PM,18:00:00,N,1/28/24,Detroit PistonsOklahoma City Thunder2024-01-28
1/28/24,6:00p,Phoenix Suns,,Orlando Magic,,Amway Center,Orlando Magic,,Phoenix Suns,Orlando Magic,Phoenix Suns,Eastern,Southeast,Western,Pacific,Southeast,Pacific,Eastern,Western,Sun,6:00:00 PM,18:00:00,N,1/28/24,Orlando MagicPhoenix Suns2024-01-28
1/28/24,9:00p,Chicago Bulls,,Portland Trail Blazers,,Moda Center,Portland Trail Blazers,,Chicago Bulls,Chicago Bulls,Portland Trail Blazers,Western,Northwest,Eastern,Central,Central,Northwest,Eastern,Western,Sun,9:00:00 PM,21:00:00,N,1/28/24,Chicago BullsPortland Trail Blazers2024-01-28
1/29/24,7:00p,New York Knicks,,Charlotte Hornets,,Spectrum Center,Charlotte Hornets,,New York Knicks,Charlotte Hornets,New York Knicks,Eastern,Southeast,Eastern,Atlantic,Southeast,Atlantic,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,1/29/24,Charlotte HornetsNew York Knicks2024-01-29
1/29/24,7:00p,Los Angeles Clippers,,Cleveland Cavaliers,,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Los Angeles Clippers,Cleveland Cavaliers,Los Angeles Clippers,Western,Central,Western,Pacific,Central,Pacific,Western,Western,Mon,7:00:00 PM,19:00:00,N,1/29/24,Cleveland CavaliersLos Angeles Clippers2024-01-29
1/29/24,7:30p,New Orleans Pelicans,,Boston Celtics,,TD Garden,Boston Celtics,,New Orleans Pelicans,Boston Celtics,New Orleans Pelicans,Eastern,Atlantic,Western,Southwest,Atlantic,Southwest,Eastern,Western,Mon,7:30:00 PM,19:30:00,N,1/29/24,Boston CelticsNew Orleans Pelicans2024-01-29
1/29/24,7:30p,Utah Jazz,,Brooklyn Nets,,Barclays Center,Brooklyn Nets,,Utah Jazz,Brooklyn Nets,Utah Jazz,Eastern,Atlantic,Western,Northwest,Atlantic,Northwest,Eastern,Western,Mon,7:30:00 PM,19:30:00,N,1/29/24,Brooklyn NetsUtah Jazz2024-01-29
1/29/24,7:30p,Phoenix Suns,,Miami Heat,,Kaseya Center,Miami Heat,,Phoenix Suns,Miami Heat,Phoenix Suns,Eastern,Southeast,Western,Pacific,Southeast,Pacific,Eastern,Western,Mon,7:30:00 PM,19:30:00,N,1/29/24,Miami HeatPhoenix Suns2024-01-29
1/29/24,8:00p,Los Angeles Lakers,,Houston Rockets,,Toyota Center,Houston Rockets,,Los Angeles Lakers,Houston Rockets,Los Angeles Lakers,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Mon,8:00:00 PM,20:00:00,N,1/29/24,Houston RocketsLos Angeles Lakers2024-01-29
1/29/24,8:00p,Sacramento Kings,,Memphis Grizzlies,,FedEx Forum,Memphis Grizzlies,,Sacramento Kings,Memphis Grizzlies,Sacramento Kings,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Mon,8:00:00 PM,20:00:00,N,1/29/24,Memphis GrizzliesSacramento Kings2024-01-29
1/29/24,8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,Paycom Center,Oklahoma City Thunder,,Minnesota Timberwolves,Minnesota Timberwolves,Oklahoma City Thunder,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Mon,8:00:00 PM,20:00:00,N,1/29/24,Minnesota TimberwolvesOklahoma City Thunder2024-01-29
1/29/24,8:00p,Washington Wizards,,San Antonio Spurs,,AT&T Center,San Antonio Spurs,,Washington Wizards,San Antonio Spurs,Washington Wizards,Western,Southwest,Eastern,Southeast,Southwest,Southeast,Western,Eastern,Mon,8:00:00 PM,20:00:00,N,1/29/24,San Antonio SpursWashington Wizards2024-01-29
1/29/24,8:30p,Orlando Magic,,Dallas Mavericks,,American Airlines Center,Dallas Mavericks,,Orlando Magic,Dallas Mavericks,Orlando Magic,Western,Southwest,Eastern,Southeast,Southwest,Southeast,Western,Eastern,Mon,8:30:00 PM,20:30:00,N,1/29/24,Dallas MavericksOrlando Magic2024-01-29
1/29/24,9:00p,Milwaukee Bucks,,Denver Nuggets,,Ball Arena,Denver Nuggets,,Milwaukee Bucks,Denver Nuggets,Milwaukee Bucks,Western,Northwest,Eastern,Central,Northwest,Central,Western,Eastern,Mon,9:00:00 PM,21:00:00,N,1/29/24,Denver NuggetsMilwaukee Bucks2024-01-29
1/29/24,10:00p,Philadelphia 76ers,,Portland Trail Blazers,,Moda Center,Portland Trail Blazers,,Philadelphia 76ers,Philadelphia 76ers,Portland Trail Blazers,Western,Northwest,Eastern,Atlantic,Atlantic,Northwest,Eastern,Western,Mon,10:00:00 PM,22:00:00,N,1/29/24,Philadelphia 76ersPortland Trail Blazers2024-01-29
1/30/24,7:30p,Los Angeles Lakers,,Atlanta Hawks,,State Farm Arena,Atlanta Hawks,,Los Angeles Lakers,Atlanta Hawks,Los Angeles Lakers,Eastern,Southeast,Western,Pacific,Southeast,Pacific,Eastern,Western,Tue,7:30:00 PM,19:30:00,N,1/30/24,Atlanta HawksLos Angeles Lakers2024-01-30
1/30/24,7:30p,Indiana Pacers,,Boston Celtics,,TD Garden,Boston Celtics,,Indiana Pacers,Boston Celtics,Indiana Pacers,Eastern,Atlantic,Eastern,Central,Atlantic,Central,Eastern,Eastern,Tue,7:30:00 PM,19:30:00,N,1/30/24,Boston CelticsIndiana Pacers2024-01-30
1/30/24,7:30p,Utah Jazz,,New York Knicks,,Madison Square Garden (IV),New York Knicks,,Utah Jazz,New York Knicks,Utah Jazz,Eastern,Atlantic,Western,Northwest,Atlantic,Northwest,Eastern,Western,Tue,7:30:00 PM,19:30:00,N,1/30/24,New York KnicksUtah Jazz2024-01-30
1/30/24,8:00p,Toronto Raptors,,Chicago Bulls,,United Center,Chicago Bulls,,Toronto Raptors,Chicago Bulls,Toronto Raptors,Eastern,Central,Eastern,Atlantic,Central,Atlantic,Eastern,Eastern,Tue,8:00:00 PM,20:00:00,N,1/30/24,Chicago BullsToronto Raptors2024-01-30
1/30/24,10:00p,Philadelphia 76ers,,Golden State Warriors,,Chase Center,Golden State Warriors,,Philadelphia 76ers,Golden State Warriors,Philadelphia 76ers,Western,Pacific,Eastern,Atlantic,Pacific,Atlantic,Western,Eastern,Tue,10:00:00 PM,22:00:00,N,1/30/24,Golden State WarriorsPhiladelphia 76ers2024-01-30
1/31/24,7:00p,Chicago Bulls,,Charlotte Hornets,,Spectrum Center,Charlotte Hornets,,Chicago Bulls,Charlotte Hornets,Chicago Bulls,Eastern,Southeast,Eastern,Central,Southeast,Central,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,1/31/24,Charlotte HornetsChicago Bulls2024-01-31
1/31/24,7:00p,Detroit Pistons,,Cleveland Cavaliers,,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Detroit Pistons,Cleveland Cavaliers,Detroit Pistons,Western,Central,Eastern,Central,Central,Central,Western,Eastern,Wed,7:00:00 PM,19:00:00,N,1/31/24,Cleveland CavaliersDetroit Pistons2024-01-31
1/31/24,7:00p,Los Angeles Clippers,,Washington Wizards,,Capital One Arena,Washington Wizards,,Los Angeles Clippers,Los Angeles Clippers,Washington Wizards,Eastern,Southeast,Western,Pacific,Pacific,Southeast,Western,Eastern,Wed,7:00:00 PM,19:00:00,N,1/31/24,Los Angeles ClippersWashington Wizards2024-01-31
1/31/24,7:30p,Sacramento Kings,,Miami Heat,,Kaseya Center,Miami Heat,,Sacramento Kings,Miami Heat,Sacramento Kings,Eastern,Southeast,Western,Pacific,Southeast,Pacific,Eastern,Western,Wed,7:30:00 PM,19:30:00,N,1/31/24,Miami HeatSacramento Kings2024-01-31
1/31/24,8:00p,New Orleans Pelicans,,Houston Rockets,,Toyota Center,Houston Rockets,,New Orleans Pelicans,Houston Rockets,New Orleans Pelicans,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,1/31/24,Houston RocketsNew Orleans Pelicans2024-01-31
1/31/24,8:00p,Dallas Mavericks,,Minnesota Timberwolves,,Target Center,Minnesota Timberwolves,,Dallas Mavericks,Dallas Mavericks,Minnesota Timberwolves,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,1/31/24,Dallas MavericksMinnesota Timberwolves2024-01-31
1/31/24,8:00p,Denver Nuggets,,Oklahoma City Thunder,,Paycom Center,Oklahoma City Thunder,,Denver Nuggets,Denver Nuggets,Oklahoma City Thunder,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,1/31/24,Denver NuggetsOklahoma City Thunder2024-01-31
1/31/24,8:00p,Orlando Magic,,San Antonio Spurs,,AT&T Center,San Antonio Spurs,,Orlando Magic,Orlando Magic,San Antonio Spurs,Western,Southwest,Eastern,Southeast,Southeast,Southwest,Eastern,Western,Wed,8:00:00 PM,20:00:00,N,1/31/24,Orlando MagicSan Antonio Spurs2024-01-31
1/31/24,8:30p,Phoenix Suns,,Brooklyn Nets,,Barclays Center,Brooklyn Nets,,Phoenix Suns,Brooklyn Nets,Phoenix Suns,Eastern,Atlantic,Western,Pacific,Atlantic,Pacific,Eastern,Western,Wed,8:30:00 PM,20:30:00,N,1/31/24,Brooklyn NetsPhoenix Suns2024-01-31
1/31/24,10:00p,Milwaukee Bucks,,Portland Trail Blazers,,Moda Center,Portland Trail Blazers,,Milwaukee Bucks,Milwaukee Bucks,Portland Trail Blazers,Western,Northwest,Eastern,Central,Central,Northwest,Eastern,Western,Wed,10:00:00 PM,22:00:00,N,1/31/24,Milwaukee BucksPortland Trail Blazers2024-01-31
7/30/20,6:30p,Utah Jazz,106,New Orleans Pelicans,104,HP Field House,Utah Jazz,@,New Orleans Pelicans,New Orleans Pelicans,Utah Jazz,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Thu,6:30:00 PM,18:30:00,N,7/30/20,New Orleans PelicansUtah Jazz2020-07-30
7/30/20,9:00p,Los Angeles Clippers,101,Los Angeles Lakers,103,The Arena,Los Angeles Lakers,,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Lakers,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Thu,9:00:00 PM,21:00:00,N,7/30/20,Los Angeles ClippersLos Angeles Lakers2020-07-30
7/31/20,2:30p,Orlando Magic,128,Brooklyn Nets,118,HP Field House,Orlando Magic,@,Brooklyn Nets,Brooklyn Nets,Orlando Magic,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Fri,2:30:00 PM,14:30:00,D,7/31/20,Brooklyn NetsOrlando Magic2020-07-31
7/31/20,4:00p,Memphis Grizzlies,135,Portland Trail Blazers,140,The Arena,Portland Trail Blazers,,Memphis Grizzlies,Memphis Grizzlies,Portland Trail Blazers,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Fri,4:00:00 PM,16:00:00,D,7/31/20,Memphis GrizzliesPortland Trail Blazers2020-07-31
7/31/20,4:00p,Phoenix Suns,125,Washington Wizards,112,Visa Athletic Center,Phoenix Suns,@,Washington Wizards,Phoenix Suns,Washington Wizards,Eastern,Southeast,Eastern,Pacific,Pacific,Southeast,Western,Eastern,Fri,4:00:00 PM,16:00:00,D,7/31/20,Phoenix SunsWashington Wizards2020-07-31
7/31/20,6:30p,Boston Celtics,112,Milwaukee Bucks,119,HP Field House,Milwaukee Bucks,,Boston Celtics,Boston Celtics,Milwaukee Bucks,Eastern,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Eastern,Fri,6:30:00 PM,18:30:00,N,7/31/20,Boston CelticsMilwaukee Bucks2020-07-31
7/31/20,8:00p,Sacramento Kings,120,San Antonio Spurs,129,Visa Athletic Center,San Antonio Spurs,,Sacramento Kings,Sacramento Kings,San Antonio Spurs,Western,Southwest,Western,Pacific,Pacific,Southwest,Western,Western,Fri,8:00:00 PM,20:00:00,N,7/31/20,Sacramento KingsSan Antonio Spurs2020-07-31
7/31/20,9:00p,Houston Rockets,153,Dallas Mavericks,149,The Arena,Houston Rockets,@,Dallas Mavericks,Dallas Mavericks,Houston Rockets,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Fri,9:00:00 PM,21:00:00,N,7/31/20,Dallas MavericksHouston Rockets2020-07-31
2/1/23,7:00p,Portland Trail Blazers,122,Memphis Grizzlies,112,FedEx Forum,Portland Trail Blazers,@,Memphis Grizzlies,Memphis Grizzlies,Portland Trail Blazers,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Wed,7:00:00 PM,19:00:00,N,2/1/23,Memphis GrizzliesPortland Trail Blazers2023-02-01
2/1/23,7:00p,Orlando Magic,94,Philadelphia 76ers,105,Wells Fargo Center,Philadelphia 76ers,,Orlando Magic,Orlando Magic,Philadelphia 76ers,Eastern,Atlantic,Eastern,Southeast,Southeast,Atlantic,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,2/1/23,Orlando MagicPhiladelphia 76ers2023-02-01
2/1/23,7:30p,Brooklyn Nets,96,Boston Celtics,139,TD Garden,Boston Celtics,,Brooklyn Nets,Boston Celtics,Brooklyn Nets,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,2/1/23,Boston CelticsBrooklyn Nets2023-02-01
2/1/23,8:00p,Oklahoma City Thunder,106,Houston Rockets,112,Toyota Center,Houston Rockets,,Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,2/1/23,Houston RocketsOklahoma City Thunder2023-02-01
2/1/23,8:00p,Golden State Warriors,114,Minnesota Timberwolves,119,Target Center,Minnesota Timberwolves,,Golden State Warriors,Golden State Warriors,Minnesota Timberwolves,Western,Northwest,Western,Pacific,Pacific,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,2/1/23,Golden State WarriorsMinnesota Timberwolves2023-02-01
2/1/23,8:00p,Sacramento Kings,119,San Antonio Spurs,109,AT&T Center,Sacramento Kings,@,San Antonio Spurs,Sacramento Kings,San Antonio Spurs,Western,Southwest,Western,Pacific,Pacific,Southwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,2/1/23,Sacramento KingsSan Antonio Spurs2023-02-01
2/1/23,9:00p,Toronto Raptors,128,Utah Jazz,131,Vivint Arena,Utah Jazz,,Toronto Raptors,Toronto Raptors,Utah Jazz,Western,Northwest,Eastern,Atlantic,Atlantic,Northwest,Eastern,Western,Wed,9:00:00 PM,21:00:00,N,2/1/23,Toronto RaptorsUtah Jazz2023-02-01
2/1/23,10:00p,Atlanta Hawks,132,Phoenix Suns,100,Footprint Center,Atlanta Hawks,@,Phoenix Suns,Atlanta Hawks,Phoenix Suns,Western,Pacific,Western,Southeast,Southeast,Pacific,Eastern,Western,Wed,10:00:00 PM,22:00:00,N,2/1/23,Atlanta HawksPhoenix Suns2023-02-01
2/2/23,7:00p,Los Angeles Lakers,112,Indiana Pacers,111,Gainbridge Fieldhouse,Los Angeles Lakers,@,Indiana Pacers,Indiana Pacers,Los Angeles Lakers,Eastern,Central,Eastern,Pacific,Central,Pacific,Eastern,Western,Thu,7:00:00 PM,19:00:00,N,2/2/23,Indiana PacersLos Angeles Lakers2023-02-02
2/2/23,7:30p,Memphis Grizzlies,113,Cleveland Cavaliers,128,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Memphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies,Western,Central,Western,Southwest,Central,Southwest,Western,Western,Thu,7:30:00 PM,19:30:00,N,2/2/23,Cleveland CavaliersMemphis Grizzlies2023-02-02
2/2/23,7:30p,Miami Heat,104,New York Knicks,106,Madison Square Garden (IV),New York Knicks,,Miami Heat,Miami Heat,New York Knicks,Eastern,Atlantic,Eastern,Southeast,Southeast,Atlantic,Eastern,Eastern,Thu,7:30:00 PM,19:30:00,N,2/2/23,Miami HeatNew York Knicks2023-02-02
2/2/23,8:00p,Charlotte Hornets,98,Chicago Bulls,114,United Center,Chicago Bulls,,Charlotte Hornets,Charlotte Hornets,Chicago Bulls,Eastern,Central,Eastern,Southeast,Southeast,Central,Eastern,Eastern,Thu,8:00:00 PM,20:00:00,N,2/2/23,Charlotte HornetsChicago Bulls2023-02-02
2/2/23,8:30p,New Orleans Pelicans,106,Dallas Mavericks,111,American Airlines Center,Dallas Mavericks,,New Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Thu,8:30:00 PM,20:30:00,N,2/2/23,Dallas MavericksNew Orleans Pelicans2023-02-02
2/2/23,9:00p,Golden State Warriors,117,Denver Nuggets,134,Ball Arena,Denver Nuggets,,Golden State Warriors,Denver Nuggets,Golden State Warriors,Western,Northwest,Western,Pacific,Northwest,Pacific,Western,Western,Thu,9:00:00 PM,21:00:00,N,2/2/23,Denver NuggetsGolden State Warriors2023-02-02
2/2/23,10:00p,Los Angeles Clippers,105,Milwaukee Bucks,106,Fiserv Forum,Milwaukee Bucks,,Los Angeles Clippers,Los Angeles Clippers,Milwaukee Bucks,Eastern,Central,Western,Pacific,Pacific,Central,Western,Eastern,Thu,10:00:00 PM,22:00:00,N,2/2/23,Los Angeles ClippersMilwaukee Bucks2023-02-02
2/3/23,7:00p,Charlotte Hornets,112,Detroit Pistons,118,Little Caesars Arena,Detroit Pistons,,Charlotte Hornets,Charlotte Hornets,Detroit Pistons,Eastern,Central,Eastern,Southeast,Southeast,Central,Eastern,Eastern,Fri,7:00:00 PM,19:00:00,N,2/3/23,Charlotte HornetsDetroit Pistons2023-02-03
2/3/23,7:00p,Sacramento Kings,104,Indiana Pacers,107,Gainbridge Fieldhouse,Indiana Pacers,,Sacramento Kings,Indiana Pacers,Sacramento Kings,Eastern,Central,Western,Pacific,Central,Pacific,Eastern,Western,Fri,7:00:00 PM,19:00:00,N,2/3/23,Indiana PacersSacramento Kings2023-02-03
2/3/23,7:00p,Portland Trail Blazers,124,Washington Wizards,116,Capital One Arena,Portland Trail Blazers,@,Washington Wizards,Portland Trail Blazers,Washington Wizards,Eastern,Southeast,Eastern,Northwest,Northwest,Southeast,Western,Eastern,Fri,7:00:00 PM,19:00:00,N,2/3/23,Portland Trail BlazersWashington Wizards2023-02-03
2/3/23,7:30p,Phoenix Suns,106,Boston Celtics,94,TD Garden,Phoenix Suns,@,Boston Celtics,Boston Celtics,Phoenix Suns,Eastern,Atlantic,Eastern,Pacific,Atlantic,Pacific,Eastern,Western,Fri,7:30:00 PM,19:30:00,N,2/3/23,Boston CelticsPhoenix Suns2023-02-03
2/3/23,8:00p,Toronto Raptors,117,Houston Rockets,111,Toyota Center,Toronto Raptors,@,Houston Rockets,Houston Rockets,Toronto Raptors,Western,Southwest,Western,Atlantic,Southwest,Atlantic,Western,Eastern,Fri,8:00:00 PM,20:00:00,N,2/3/23,Houston RocketsToronto Raptors2023-02-03
2/3/23,8:00p,Orlando Magic,127,Minnesota Timberwolves,120,Target Center,Orlando Magic,@,Minnesota Timberwolves,Minnesota Timberwolves,Orlando Magic,Western,Northwest,Western,Southeast,Northwest,Southeast,Western,Eastern,Fri,8:00:00 PM,20:00:00,N,2/3/23,Minnesota TimberwolvesOrlando Magic2023-02-03
2/3/23,8:00p,Philadelphia 76ers,137,San Antonio Spurs,125,AT&T Center,Philadelphia 76ers,@,San Antonio Spurs,Philadelphia 76ers,San Antonio Spurs,Western,Southwest,Western,Atlantic,Atlantic,Southwest,Eastern,Western,Fri,8:00:00 PM,20:00:00,N,2/3/23,Philadelphia 76ersSan Antonio Spurs2023-02-03
2/3/23,9:00p,Atlanta Hawks,115,Utah Jazz,108,Vivint Arena,Atlanta Hawks,@,Utah Jazz,Atlanta Hawks,Utah Jazz,Western,Northwest,Western,Southeast,Southeast,Northwest,Eastern,Western,Fri,9:00:00 PM,21:00:00,N,2/3/23,Atlanta HawksUtah Jazz2023-02-03
