game_id,ev,team,odds,sportsbook,game_date,time_updated,user_name,average_market_odds,bet_amount,bet_profit
b90652aaf50a2c9b58f6450116b2cc27,12.85,Pittsburgh Piratesv. New York Mets,180,['Draftkings'],"Sun, Aug 13, 2023, 06:00 PM MDT",3 sec,youngfeiler,2.374736842105264,15.0,27.0
b90652aaf50a2c9b58f6450116b2cc27,12.85,Pittsburgh Piratesv. New York Mets,168,['Fanduel'],"Sun, Aug 13, 2023, 06:00 PM MDT",17 sec,micah,2.374736842105264,11.48,19.2864
b90652aaf50a2c9b58f6450116b2cc27,15.05,New York Metsv. Pittsburgh Pirates,-120,['Fanduel'],"Sun, Aug 13, 2023, 06:00 PM MDT",3 sec,youngfeiler,1.5210526315789472,45.0,37.5
d4df3968eb4310400b80b095ef821a6a,15.46,Oakland Athleticsv. St. Louis Cardinals,280,['Fanduel'],"Sun, Aug 13, 2023, 06:00 PM MDT",8 sec,micah,3.291111111111111,8.0,22.4
b90652aaf50a2c9b58f6450116b2cc27,12.45,Pittsburgh Piratesv. New York Mets,120,['Draftkings'],"Sun, Aug 13, 2023, 06:00 PM MDT",3 sec,youngfeiler,2.0452631578947367,20.0,24.0
b90652aaf50a2c9b58f6450116b2cc27,12.45,Pittsburgh Piratesv. New York Mets,129,['Draftkings'],"Sun, Aug 13, 2023, 06:00 PM MDT",3 sec,micah,2.0452631578947367,13.0,16.77
b90652aaf50a2c9b58f6450116b2cc27,11.74,New York Metsv. Pittsburgh Pirates,-115,['Bovada'],"Sun, Aug 13, 2023, 06:00 PM MDT",4 sec,youngfeiler,1.637777777777777,30.0,26.086956521739133
b90652aaf50a2c9b58f6450116b2cc27,10.72,New York Metsv. Pittsburgh Pirates,100,['Draftkings'],"Sun, Aug 13, 2023, 06:00 PM MDT",17 sec,micah,1.688888888888889,20.0,20.0
b90652aaf50a2c9b58f6450116b2cc27,11.76,Pittsburgh Piratesv. New York Mets,145,['Draftkings'],"Sun, Aug 13, 2023 at 06:00 PM MDT",54 sec,youngfeiler,2.192105263157895,20.0,29.0
b90652aaf50a2c9b58f6450116b2cc27,13.19,Pittsburgh Piratesv. New York Mets,175,['Betmgm'],"Sun, Aug 13, 2023 at 06:00 PM MDT",2 sec,youngfeiler,2.4294736842105262,15.0,26.25
