game_id,sport_title,commence_time,home_team,away_team,home_team_score,away_team_score,winning_team
90bb01322e48e09ce7d9aa3761ea8ad0,MLB,2023-08-03T01:45:00Z,San Francisco Giants,Arizona Diamondbacks,4.0,2.0,San Francisco Giants
56944e9512624693518db8b39c4d6b55,MLB,2023-08-03T02:10:16Z,Los Angeles Dodgers,Oakland Athletics,10.0,1.0,Los Angeles Dodgers
b23881dcc585788f90f31f2f3e1d3240,MLB,2023-08-03T16:10:00Z,Miami Marlins,Philadelphia Phillies,2.0,4.0,Philadelphia Phillies
cc66d06248f55e17419b7e0978847615,MLB,2023-08-03T18:05:00Z,Texas Rangers,Chicago White Sox,5.0,3.0,Texas Rangers
3d42a8fa4658cd5b37e2ca2f26496171,MLB,2023-08-03T18:41:02Z,Kansas City Royals,New York Mets,9.0,2.0,Kansas City Royals
dc45872f44a55565a653bb47bef52f58,MLB,2023-08-03T19:07:00Z,Toronto Blue Jays,Baltimore Orioles,1.0,6.0,Baltimore Orioles
f5ab1fdd92dac5ab200f99c80821e5cb,MLB,2023-08-03T19:45:00Z,San Francisco Giants,Arizona Diamondbacks,1.0,0.0,San Francisco Giants
5ff152c839ca46eda8644a041e239e46,MLB,2023-08-03T23:15:00Z,New York Yankees,Houston Astros,4.0,3.0,New York Yankees
db88b8ec480847f64426531278b8e00e,MLB,2023-08-03T23:15:37Z,Milwaukee Brewers,Pittsburgh Pirates,14.0,1.0,Milwaukee Brewers
0a9ce8e118c81ff73074175522187856,MLB,2023-08-03T23:45:00Z,St. Louis Cardinals,Minnesota Twins,3.0,5.0,Minnesota Twins
e13f6de598e5bb7fe45f7deb041c5911,MLB,2023-08-04T00:04:00Z,Chicago Cubs,Cincinnati Reds,5.0,3.0,Chicago Cubs
caa0253b8cdb15caad2eb8a6eb0d9a7e,MLB,2023-08-04T01:37:28Z,Los Angeles Angels,Seattle Mariners,3.0,5.0,Seattle Mariners
dae6c1818d4b8bffb9a9f7a86318b965,MLB,2023-08-04T02:10:00Z,Los Angeles Dodgers,Oakland Athletics,8.0,2.0,Los Angeles Dodgers
e38294e8eb6d6d22c33760c2f64d729f,MLB,2023-08-04T18:20:00Z,Chicago Cubs,Atlanta Braves,0.0,8.0,Atlanta Braves
2f20cf0cc299b8a406d648ef6a969106,MLB,2023-08-04T22:40:31Z,Detroit Tigers,Tampa Bay Rays,0.0,8.0,Tampa Bay Rays
c54352c0251839faf06f6be7546355ce,MLB,2023-08-04T22:40:14Z,Cincinnati Reds,Washington Nationals,3.0,6.0,Washington Nationals
e1962ef616f8f899e98503e4484c4fde,MLB,2023-08-04T23:10:00Z,Cleveland Guardians,Chicago White Sox,4.0,2.0,Cleveland Guardians
5f1f75debf7a9f804b0c76a54597b117,MLB,2023-08-04T23:10:00Z,Boston Red Sox,Toronto Blue Jays,3.0,7.0,Toronto Blue Jays
5fe00c6fc07dbbc514cb714193fa0313,MLB,2023-08-04T23:05:00Z,Philadelphia Phillies,Kansas City Royals,5.0,7.0,Kansas City Royals
f71069771e872d28246414fc961b3063,MLB,2023-08-04T23:05:00Z,Baltimore Orioles,New York Mets,10.0,3.0,Baltimore Orioles
0a1648a451e2a09984c35a8c54af0b34,MLB,2023-08-04T23:05:00Z,New York Yankees,Houston Astros,3.0,7.0,Houston Astros
0723970335be2452c8ee9a46a0ba0464,MLB,2023-08-05T00:05:00Z,Texas Rangers,Miami Marlins,6.0,2.0,Texas Rangers
284330c00249338579bf0d3cb2faa120,MLB,2023-08-05T00:10:00Z,Minnesota Twins,Arizona Diamondbacks,3.0,2.0,Minnesota Twins
98373b7b6ad03d01b25a2f08fc78dc88,MLB,2023-08-05T00:15:00Z,St. Louis Cardinals,Colorado Rockies,4.0,9.0,Colorado Rockies
0dc66af5796179e2f3c9281ba8275d96,MLB,2023-08-05T00:10:00Z,Milwaukee Brewers,Pittsburgh Pirates,4.0,8.0,Pittsburgh Pirates
15b8121ecbd7101aa1658fe77f8649db,MLB,2023-08-05T01:38:00Z,Los Angeles Angels,Seattle Mariners,7.0,9.0,Seattle Mariners
7721d6b1a844ea6351e95d52891184c1,MLB,2023-08-05T01:40:00Z,San Diego Padres,Los Angeles Dodgers,5.0,10.0,Los Angeles Dodgers
136ec4082394bec5678bec991daec689,MLB,2023-08-05T17:05:00Z,New York Yankees,Houston Astros,3.0,1.0,New York Yankees
527f9e4f25aff8f9b5bac133752bf887,MLB,2023-08-05T17:10:00Z,Detroit Tigers,Tampa Bay Rays,4.0,2.0,Detroit Tigers
f6f7b7e4df3aa4c607c46db568976db1,MLB,2023-08-05T18:20:00Z,Chicago Cubs,Atlanta Braves,8.0,6.0,Chicago Cubs
d4d63e974bd44348c93578cdb9443227,MLB,2023-08-05T20:10:00Z,Cincinnati Reds,Washington Nationals,3.0,7.0,Washington Nationals
636c46811e139e7166ed4503c7fd9355,MLB,2023-08-05T20:05:00Z,Texas Rangers,Miami Marlins,9.0,8.0,Texas Rangers
ee7e0d404fc9f2f9d43db5130c2f592c,MLB,2023-08-05T20:10:24Z,Boston Red Sox,Toronto Blue Jays,4.0,5.0,Toronto Blue Jays
e2547e3e2c029212cf08fafe12fd71c5,MLB,2023-08-05T22:08:53Z,Philadelphia Phillies,Kansas City Royals,9.0,6.0,Philadelphia Phillies
10b9869cd46e646a7ca88b4711133d7a,MLB,2023-08-05T23:05:00Z,Baltimore Orioles,New York Mets,7.0,3.0,Baltimore Orioles
e16453c3fd0700a2ee83cbae089af0ac,MLB,2023-08-05T23:07:55Z,Oakland Athletics,San Francisco Giants,2.0,1.0,Oakland Athletics
c6398176d1d98402edc86c489bc2781a,MLB,2023-08-05T23:10:00Z,Cleveland Guardians,Chicago White Sox,4.0,7.0,Chicago White Sox
babebe956ecef0e13e5fc4df9d999ee2,MLB,2023-08-05T23:10:00Z,Milwaukee Brewers,Pittsburgh Pirates,3.0,2.0,Milwaukee Brewers
2aecb9c8965407f63a7885f44bcbf3a4,MLB,2023-08-05T23:14:53Z,St. Louis Cardinals,Colorado Rockies,6.0,2.0,St. Louis Cardinals
c2d4f1fc9c2785ef03e9a7c2035c39d5,MLB,2023-08-05T23:47:27Z,Minnesota Twins,Arizona Diamondbacks,12.0,1.0,Minnesota Twins
3e27f0008f5094b7b7d76c4013d21c7c,MLB,2023-08-06T00:40:00Z,San Diego Padres,Los Angeles Dodgers,8.0,3.0,San Diego Padres
b5fbb3131d0d4f61dc17828d5a64fcfd,MLB,2023-08-06T01:07:00Z,Los Angeles Angels,Seattle Mariners,2.0,3.0,Seattle Mariners
b7fdc51cfd475aac31d15dd8ce7ba599,MLB,2023-08-06T16:05:00Z,Cleveland Guardians,Chicago White Sox,3.0,5.0,Chicago White Sox
8ff5da23afcf64fc89e5563d1398aa11,MLB,2023-08-06T17:35:00Z,Baltimore Orioles,New York Mets,2.0,0.0,Baltimore Orioles
2d5a9fa3ff489db4d53bce52b8322f29,MLB,2023-08-06T17:35:00Z,New York Yankees,Houston Astros,7.0,9.0,Houston Astros
a02fb67382f05e2e1ca9ca24eb24508f,MLB,2023-08-06T17:35:00Z,Philadelphia Phillies,Kansas City Royals,8.0,4.0,Philadelphia Phillies
609990fa8d6bfa7cea83e76b8168ca44,MLB,2023-08-06T17:37:37Z,Boston Red Sox,Toronto Blue Jays,1.0,13.0,Toronto Blue Jays
348263816cfd1fa62e6afd54c7772ef7,MLB,2023-08-06T17:40:00Z,Cincinnati Reds,Washington Nationals,3.0,6.0,Washington Nationals
e69e398dc4c0f2b8026f05f7ebd1144a,MLB,2023-08-06T17:40:00Z,Detroit Tigers,Tampa Bay Rays,6.0,10.0,Tampa Bay Rays
2056378aa339aeb7ed6b810eabff6594,MLB,2023-08-06T18:10:00Z,Milwaukee Brewers,Pittsburgh Pirates,1.0,4.0,Pittsburgh Pirates
8f14fe8cf520a1bee9d74eb43b5e1d98,MLB,2023-08-06T18:15:00Z,St. Louis Cardinals,Colorado Rockies,0.0,1.0,Colorado Rockies
ee7a3fb7c60778be19489f2ca04d190f,MLB,2023-08-06T18:20:00Z,Chicago Cubs,Atlanta Braves,6.0,4.0,Chicago Cubs
ae2567c6a7a9ce4a349658660aee7378,MLB,2023-08-06T18:35:00Z,Texas Rangers,Miami Marlins,6.0,0.0,Texas Rangers
d6bf1ac37d53222a5d3a18b8747f207f,MLB,2023-08-06T20:07:00Z,Los Angeles Angels,Seattle Mariners,2.0,3.0,Seattle Mariners
b5e023252b27a3a418da088576c9301c,MLB,2023-08-06T20:07:00Z,Oakland Athletics,San Francisco Giants,8.0,6.0,Oakland Athletics
86251c8487c5429ec9092036608991c8,MLB,2023-08-06T20:20:00Z,Minnesota Twins,Arizona Diamondbacks,5.0,3.0,Minnesota Twins
3235aa254dafeb8ad602ba0ba23ad5ca,MLB,2023-08-06T23:10:00Z,San Diego Padres,Los Angeles Dodgers,2.0,8.0,Los Angeles Dodgers
816fad8fc5b26c26b14abc39cb6e05aa,MLB,2023-08-07T20:10:00Z,San Diego Padres,Los Angeles Dodgers,7.0,13.0,Los Angeles Dodgers
b538b9164ca9dc2fc36a17c715d287bf,MLB,2023-08-07T22:40:00Z,Cincinnati Reds,Miami Marlins,5.0,2.0,Cincinnati Reds
3d9064b60d1cae3b821a76de05dbaf70,MLB,2023-08-07T22:40:20Z,Detroit Tigers,Minnesota Twins,3.0,9.0,Minnesota Twins
fb8e141481636c16da01a4a5f09f22fb,MLB,2023-08-07T23:08:03Z,Pittsburgh Pirates,Atlanta Braves,7.0,6.0,Pittsburgh Pirates
7a866f76bed81c53a69c43bd3ee53a27,MLB,2023-08-07T23:10:48Z,New York Mets,Chicago Cubs,11.0,2.0,New York Mets
03625620773e27fe8ec86897ce641c9c,MLB,2023-08-07T23:11:11Z,Cleveland Guardians,Toronto Blue Jays,1.0,3.0,Toronto Blue Jays
56f5861d4d711277666b95321e9affb1,MLB,2023-08-07T23:13:18Z,Boston Red Sox,Kansas City Royals,6.0,2.0,Boston Red Sox
611f6b98277a890092ac73df05067d62,MLB,2023-08-08T00:10:00Z,Chicago White Sox,New York Yankees,5.0,1.0,Chicago White Sox
8987dead9311d28a8a9644a86b803c8b,MLB,2023-08-08T00:10:18Z,Milwaukee Brewers,Colorado Rockies,12.0,1.0,Milwaukee Brewers
46e779ca87d961b5c36fbb168de6027e,MLB,2023-08-08T01:38:10Z,Los Angeles Angels,San Francisco Giants,3.0,8.0,San Francisco Giants
529d77d779e67f43d646615dae27ce66,MLB,2023-08-08T01:40:00Z,Oakland Athletics,Texas Rangers,3.0,5.0,Texas Rangers
