date,my_id,number_of_game_today,day_of_week,away_team,away_team_league,away_team_game_number,home_team,home_team_league,home_team_game_number,day_night,park_id
20230506,Arizona DiamondbacksWashington Nationals20230506,0,Sat,Washington Nationals,NL,33,Arizona Diamondbacks,NL,33,D,PHO01
20230506,Atlanta BravesBaltimore Orioles20230506,0,Sat,Baltimore Orioles,AL,33,Atlanta Braves,NL,35,N,ATL03
20230506,Chicago CubsMiami Marlins20230506,0,Sat,Miami Marlins,NL,34,Chicago Cubs,NL,34,D,CHI11
20230506,Cincinnati RedsChicago White Sox20230506,0,Sat,Chicago White Sox,AL,34,Cincinnati Reds,NL,34,N,DYE01
20230506,Cleveland GuardiansMinnesota Twins20230506,0,Sat,Minnesota Twins,AL,34,Cleveland Guardians,AL,33,N,CLE08
20230506,Kansas City RoyalsOakland Athletics20230506,0,Sat,Oakland Athletics,AL,34,Kansas City Royals,AL,34,N,KAN06
20230506,New York MetsColorado Rockies20230506,0,Sat,Colorado Rockies,NL,34,New York Mets,NL,35,D,NYC20
20230506,Philadelphia PhilliesBoston Red Sox20230506,0,Sat,Boston Red Sox,AL,35,Philadelphia Phillies,NL,34,N,PHI13
20230506,Pittsburgh PiratesToronto Blue Jays20230506,0,Sat,Toronto Blue Jays,AL,34,Pittsburgh Pirates,NL,34,N,PIT08
20230506,San Diego PadresLos Angeles Dodgers20230506,0,Sat,Los Angeles Dodgers,NL,34,San Diego Padres,NL,34,D,SAN02
20230506,Seattle MarinersHouston Astros20230506,0,Sat,Houston Astros,AL,33,Seattle Mariners,AL,33,N,SEA03
20230506,San Francisco GiantsMilwaukee Brewers20230506,0,Sat,Milwaukee Brewers,NL,33,San Francisco Giants,NL,33,D,SFO03
20230506,St. Louis CardinalsDetroit Tigers20230506,0,Sat,Detroit Tigers,AL,33,St. Louis Cardinals,NL,34,D,STL10
20230506,Tampa Bay RaysNew York Yankees20230506,0,Sat,New York Yankees,AL,34,Tampa Bay Rays,AL,34,D,STP01
20230507,Los Angeles AngelsTexas Rangers20230507,0,Sun,Texas Rangers,AL,33,Los Angeles Angels,AL,35,D,ANA01
20230507,Arizona DiamondbacksWashington Nationals20230507,0,Sun,Washington Nationals,NL,34,Arizona Diamondbacks,NL,34,D,PHO01
20230507,Atlanta BravesBaltimore Orioles20230507,0,Sun,Baltimore Orioles,AL,34,Atlanta Braves,NL,36,N,ATL03
20230507,Chicago CubsMiami Marlins20230507,0,Sun,Miami Marlins,NL,35,Chicago Cubs,NL,35,D,CHI11
20230507,Cincinnati RedsChicago White Sox20230507,0,Sun,Chicago White Sox,AL,35,Cincinnati Reds,NL,35,D,DYE01
20230507,Cleveland GuardiansMinnesota Twins20230507,0,Sun,Minnesota Twins,AL,35,Cleveland Guardians,AL,34,D,CLE08
20230507,Kansas City RoyalsOakland Athletics20230507,0,Sun,Oakland Athletics,AL,35,Kansas City Royals,AL,35,D,KAN06
20230507,New York MetsColorado Rockies20230507,0,Sun,Colorado Rockies,NL,35,New York Mets,NL,36,D,NYC20
20230507,Philadelphia PhilliesBoston Red Sox20230507,0,Sun,Boston Red Sox,AL,36,Philadelphia Phillies,NL,35,D,PHI13
20230507,Pittsburgh PiratesToronto Blue Jays20230507,0,Sun,Toronto Blue Jays,AL,35,Pittsburgh Pirates,NL,35,D,PIT08
20230507,San Diego PadresLos Angeles Dodgers20230507,0,Sun,Los Angeles Dodgers,NL,35,San Diego Padres,NL,35,D,SAN02
20230507,Seattle MarinersHouston Astros20230507,0,Sun,Houston Astros,AL,34,Seattle Mariners,AL,34,D,SEA03
20230507,San Francisco GiantsMilwaukee Brewers20230507,0,Sun,Milwaukee Brewers,NL,34,San Francisco Giants,NL,34,D,SFO03
20230507,St. Louis CardinalsDetroit Tigers20230507,0,Sun,Detroit Tigers,AL,34,St. Louis Cardinals,NL,35,D,STL10
20230507,Tampa Bay RaysNew York Yankees20230507,0,Sun,New York Yankees,AL,35,Tampa Bay Rays,AL,35,D,STP01
20230508,Los Angeles AngelsHouston Astros20230508,0,Mon,Houston Astros,AL,35,Los Angeles Angels,AL,36,N,ANA01
20230508,Arizona DiamondbacksMiami Marlins20230508,0,Mon,Miami Marlins,NL,36,Arizona Diamondbacks,NL,35,N,PHO01
20230508,Baltimore OriolesTampa Bay Rays20230508,0,Mon,Tampa Bay Rays,AL,36,Baltimore Orioles,AL,35,N,WIL02
20230508,Chicago CubsSt. Louis Cardinals20230508,0,Mon,St. Louis Cardinals,NL,36,Chicago Cubs,NL,36,N,CHI11
20230508,Cleveland GuardiansDetroit Tigers20230508,0,Mon,Detroit Tigers,AL,35,Cleveland Guardians,AL,35,N,CLE08
20230508,Kansas City RoyalsChicago White Sox20230508,0,Mon,Chicago White Sox,AL,36,Kansas City Royals,AL,36,N,KAN06
20230508,Milwaukee BrewersLos Angeles Dodgers20230508,0,Mon,Los Angeles Dodgers,NL,36,Milwaukee Brewers,NL,35,N,MIL06
20230508,New York YankeesOakland Athletics20230508,0,Mon,Oakland Athletics,AL,36,New York Yankees,AL,36,N,NYC21
20230508,Pittsburgh PiratesColorado Rockies20230508,0,Mon,Colorado Rockies,NL,36,Pittsburgh Pirates,NL,36,N,PIT08
20230508,Seattle MarinersTexas Rangers20230508,0,Mon,Texas Rangers,AL,34,Seattle Mariners,AL,35,N,SEA03
20230508,San Francisco GiantsWashington Nationals20230508,0,Mon,Washington Nationals,NL,35,San Francisco Giants,NL,35,N,SFO03
20230509,Los Angeles AngelsHouston Astros20230509,0,Tue,Houston Astros,AL,36,Los Angeles Angels,AL,37,N,ANA01
20230509,Arizona DiamondbacksMiami Marlins20230509,0,Tue,Miami Marlins,NL,37,Arizona Diamondbacks,NL,36,N,PHO01
20230509,Atlanta BravesBoston Red Sox20230509,0,Tue,Boston Red Sox,AL,37,Atlanta Braves,NL,37,N,ATL03
20230509,Baltimore OriolesTampa Bay Rays20230509,0,Tue,Tampa Bay Rays,AL,37,Baltimore Orioles,AL,36,N,WIL02
20230509,Chicago CubsSt. Louis Cardinals20230509,0,Tue,St. Louis Cardinals,NL,37,Chicago Cubs,NL,37,N,CHI11
20230509,Cincinnati RedsNew York Mets20230509,0,Tue,New York Mets,NL,37,Cincinnati Reds,NL,36,N,DYE01
20230509,Cleveland GuardiansDetroit Tigers20230509,0,Tue,Detroit Tigers,AL,36,Cleveland Guardians,AL,36,N,CLE08
20230509,Kansas City RoyalsChicago White Sox20230509,0,Tue,Chicago White Sox,AL,37,Kansas City Royals,AL,37,N,KAN06
20230509,Milwaukee BrewersLos Angeles Dodgers20230509,0,Tue,Los Angeles Dodgers,NL,37,Milwaukee Brewers,NL,36,N,MIL06
20230509,Minnesota TwinsSan Diego Padres20230509,0,Tue,San Diego Padres,NL,36,Minnesota Twins,AL,36,N,MIN04
20230509,New York YankeesOakland Athletics20230509,0,Tue,Oakland Athletics,AL,37,New York Yankees,AL,37,N,NYC21
20230509,Philadelphia PhilliesToronto Blue Jays20230509,0,Tue,Toronto Blue Jays,AL,36,Philadelphia Phillies,NL,36,N,PHI13
20230509,Pittsburgh PiratesColorado Rockies20230509,0,Tue,Colorado Rockies,NL,37,Pittsburgh Pirates,NL,37,N,PIT08
20230509,Seattle MarinersTexas Rangers20230509,0,Tue,Texas Rangers,AL,35,Seattle Mariners,AL,36,N,SEA03
20230509,San Francisco GiantsWashington Nationals20230509,0,Tue,Washington Nationals,NL,36,San Francisco Giants,NL,36,N,SFO03
20230510,Los Angeles AngelsHouston Astros20230510,0,Wed,Houston Astros,AL,37,Los Angeles Angels,AL,38,D,ANA01
20230510,Arizona DiamondbacksMiami Marlins20230510,0,Wed,Miami Marlins,NL,38,Arizona Diamondbacks,NL,37,N,PHO01
20230510,Atlanta BravesBoston Red Sox20230510,0,Wed,Boston Red Sox,AL,38,Atlanta Braves,NL,38,N,ATL03
20230510,Baltimore OriolesTampa Bay Rays20230510,0,Wed,Tampa Bay Rays,AL,38,Baltimore Orioles,AL,37,N,WIL02
20230510,Chicago CubsSt. Louis Cardinals20230510,0,Wed,St. Louis Cardinals,NL,38,Chicago Cubs,NL,38,N,CHI11
20230510,Cincinnati RedsNew York Mets20230510,0,Wed,New York Mets,NL,38,Cincinnati Reds,NL,37,N,DYE01
20230510,Cleveland GuardiansDetroit Tigers20230510,0,Wed,Detroit Tigers,AL,37,Cleveland Guardians,AL,37,D,CLE08
20230510,Kansas City RoyalsChicago White Sox20230510,0,Wed,Chicago White Sox,AL,38,Kansas City Royals,AL,38,N,KAN06
20230510,Milwaukee BrewersLos Angeles Dodgers20230510,0,Wed,Los Angeles Dodgers,NL,38,Milwaukee Brewers,NL,37,N,MIL06
20230510,Minnesota TwinsSan Diego Padres20230510,0,Wed,San Diego Padres,NL,37,Minnesota Twins,AL,37,N,MIN04
20230510,New York YankeesOakland Athletics20230510,0,Wed,Oakland Athletics,AL,38,New York Yankees,AL,38,N,NYC21
20230510,Philadelphia PhilliesToronto Blue Jays20230510,0,Wed,Toronto Blue Jays,AL,37,Philadelphia Phillies,NL,37,D,PHI13
20230510,Pittsburgh PiratesColorado Rockies20230510,0,Wed,Colorado Rockies,NL,38,Pittsburgh Pirates,NL,38,N,PIT08
20230510,Seattle MarinersTexas Rangers20230510,0,Wed,Texas Rangers,AL,36,Seattle Mariners,AL,37,N,SEA03
20230510,San Francisco GiantsWashington Nationals20230510,0,Wed,Washington Nationals,NL,37,San Francisco Giants,NL,37,N,SFO03
20230511,Arizona DiamondbacksSan Francisco Giants20230511,0,Thu,San Francisco Giants,NL,38,Arizona Diamondbacks,NL,38,N,PHO01
20230511,Cincinnati RedsNew York Mets20230511,0,Thu,New York Mets,NL,39,Cincinnati Reds,NL,38,N,DYE01
20230511,Kansas City RoyalsChicago White Sox20230511,0,Thu,Chicago White Sox,AL,39,Kansas City Royals,AL,39,D,KAN06
20230511,Minnesota TwinsSan Diego Padres20230511,0,Thu,San Diego Padres,NL,38,Minnesota Twins,AL,38,N,MIN04
20230511,New York YankeesTampa Bay Rays20230511,0,Thu,Tampa Bay Rays,AL,39,New York Yankees,AL,39,N,NYC21
20230511,Oakland AthleticsTexas Rangers20230511,0,Thu,Texas Rangers,AL,37,Oakland Athletics,AL,39,N,OAK01
20230512,Arizona DiamondbacksSan Francisco Giants20230512,0,Fri,San Francisco Giants,NL,39,Arizona Diamondbacks,NL,39,N,PHO01
20230512,Baltimore OriolesPittsburgh Pirates20230512,0,Fri,Pittsburgh Pirates,NL,39,Baltimore Orioles,AL,38,N,WIL02
20230512,Boston Red SoxSt. Louis Cardinals20230512,0,Fri,St. Louis Cardinals,NL,39,Boston Red Sox,AL,39,N,BOS07
20230512,Chicago White SoxHouston Astros20230512,0,Fri,Houston Astros,AL,38,Chicago White Sox,AL,40,N,CHI12
20230512,Cleveland GuardiansLos Angeles Angels20230512,0,Fri,Los Angeles Angels,AL,39,Cleveland Guardians,AL,38,N,CLE08
20230512,Colorado RockiesPhiladelphia Phillies20230512,0,Fri,Philadelphia Phillies,NL,38,Colorado Rockies,NL,39,N,DEN02
20230512,Detroit TigersSeattle Mariners20230512,0,Fri,Seattle Mariners,AL,38,Detroit Tigers,AL,38,N,DET05
20230512,Los Angeles DodgersSan Diego Padres20230512,0,Fri,San Diego Padres,NL,39,Los Angeles Dodgers,NL,39,N,LOS03
20230512,Miami MarlinsCincinnati Reds20230512,0,Fri,Cincinnati Reds,NL,39,Miami Marlins,NL,39,N,MIA02
20230512,Milwaukee BrewersKansas City Royals20230512,0,Fri,Kansas City Royals,AL,40,Milwaukee Brewers,NL,38,N,MIL06
20230512,Minnesota TwinsChicago Cubs20230512,0,Fri,Chicago Cubs,NL,39,Minnesota Twins,AL,39,N,MIN04
20230512,New York YankeesTampa Bay Rays20230512,0,Fri,Tampa Bay Rays,AL,40,New York Yankees,AL,40,N,NYC21
20230512,Oakland AthleticsTexas Rangers20230512,0,Fri,Texas Rangers,AL,38,Oakland Athletics,AL,40,N,OAK01
20230512,Toronto Blue JaysAtlanta Braves20230512,0,Fri,Atlanta Braves,NL,39,Toronto Blue Jays,AL,38,N,TOR02
20230512,Washington NationalsNew York Mets20230512,0,Fri,New York Mets,NL,40,Washington Nationals,NL,38,N,WAS11
20230513,Arizona DiamondbacksSan Francisco Giants20230513,0,Sat,San Francisco Giants,NL,40,Arizona Diamondbacks,NL,40,D,PHO01
20230513,Baltimore OriolesPittsburgh Pirates20230513,0,Sat,Pittsburgh Pirates,NL,40,Baltimore Orioles,AL,39,N,WIL02
20230513,Boston Red SoxSt. Louis Cardinals20230513,0,Sat,St. Louis Cardinals,NL,40,Boston Red Sox,AL,40,D,BOS07
20230513,Chicago White SoxHouston Astros20230513,0,Sat,Houston Astros,AL,39,Chicago White Sox,AL,41,N,CHI12
20230513,Cleveland GuardiansLos Angeles Angels20230513,0,Sat,Los Angeles Angels,AL,40,Cleveland Guardians,AL,39,N,CLE08
20230513,Colorado RockiesPhiladelphia Phillies20230513,0,Sat,Philadelphia Phillies,NL,39,Colorado Rockies,NL,40,N,DEN02
20230513,Detroit TigersSeattle Mariners20230513,0,Sat,Seattle Mariners,AL,39,Detroit Tigers,AL,39,D,DET05
20230513,Los Angeles DodgersSan Diego Padres20230513,0,Sat,San Diego Padres,NL,40,Los Angeles Dodgers,NL,40,D,LOS03
20230513,Miami MarlinsCincinnati Reds20230513,0,Sat,Cincinnati Reds,NL,40,Miami Marlins,NL,40,D,MIA02
20230513,Milwaukee BrewersKansas City Royals20230513,0,Sat,Kansas City Royals,AL,41,Milwaukee Brewers,NL,39,N,MIL06
20230513,Minnesota TwinsChicago Cubs20230513,0,Sat,Chicago Cubs,NL,40,Minnesota Twins,AL,40,D,MIN04
20230513,New York YankeesTampa Bay Rays20230513,0,Sat,Tampa Bay Rays,AL,41,New York Yankees,AL,41,D,NYC21
20230513,Oakland AthleticsTexas Rangers20230513,0,Sat,Texas Rangers,AL,39,Oakland Athletics,AL,41,D,OAK01
20230513,Toronto Blue JaysAtlanta Braves20230513,0,Sat,Atlanta Braves,NL,40,Toronto Blue Jays,AL,39,D,TOR02
20230513,Washington NationalsNew York Mets20230513,0,Sat,New York Mets,NL,41,Washington Nationals,NL,39,D,WAS11
20230514,Arizona DiamondbacksSan Francisco Giants20230514,0,Sun,San Francisco Giants,NL,41,Arizona Diamondbacks,NL,41,D,PHO01
20230514,Baltimore OriolesPittsburgh Pirates20230514,0,Sun,Pittsburgh Pirates,NL,41,Baltimore Orioles,AL,40,D,WIL02
20230514,Boston Red SoxSt. Louis Cardinals20230514,0,Sun,St. Louis Cardinals,NL,41,Boston Red Sox,AL,41,N,BOS07
20230514,Chicago White SoxHouston Astros20230514,0,Sun,Houston Astros,AL,40,Chicago White Sox,AL,42,D,CHI12
20230514,Cleveland GuardiansLos Angeles Angels20230514,0,Sun,Los Angeles Angels,AL,41,Cleveland Guardians,AL,40,N,CLE08
20230514,Colorado RockiesPhiladelphia Phillies20230514,0,Sun,Philadelphia Phillies,NL,40,Colorado Rockies,NL,41,D,DEN02
20230514,Detroit TigersSeattle Mariners20230514,0,Sun,Seattle Mariners,AL,40,Detroit Tigers,AL,40,D,DET05
20230514,Los Angeles DodgersSan Diego Padres20230514,0,Sun,San Diego Padres,NL,41,Los Angeles Dodgers,NL,41,D,LOS03
20230514,Miami MarlinsCincinnati Reds20230514,0,Sun,Cincinnati Reds,NL,41,Miami Marlins,NL,41,D,MIA02
20230514,Milwaukee BrewersKansas City Royals20230514,0,Sun,Kansas City Royals,AL,42,Milwaukee Brewers,NL,40,D,MIL06
20230514,Minnesota TwinsChicago Cubs20230514,0,Sun,Chicago Cubs,NL,41,Minnesota Twins,AL,41,D,MIN04
20230514,New York YankeesTampa Bay Rays20230514,0,Sun,Tampa Bay Rays,AL,42,New York Yankees,AL,42,D,NYC21
20230514,Oakland AthleticsTexas Rangers20230514,0,Sun,Texas Rangers,AL,40,Oakland Athletics,AL,42,D,OAK01
20230514,Toronto Blue JaysAtlanta Braves20230514,0,Sun,Atlanta Braves,NL,41,Toronto Blue Jays,AL,40,D,TOR02
20230514,Washington NationalsNew York Mets20230514,0,Sun,New York Mets,NL,42,Washington Nationals,NL,40,D,WAS11
20230515,Baltimore OriolesLos Angeles Angels20230515,0,Mon,Los Angeles Angels,AL,42,Baltimore Orioles,AL,41,N,WIL02
20230515,Boston Red SoxSeattle Mariners20230515,0,Mon,Seattle Mariners,AL,41,Boston Red Sox,AL,42,N,BOS07
20230515,Colorado RockiesCincinnati Reds20230515,0,Mon,Cincinnati Reds,NL,42,Colorado Rockies,NL,42,N,DEN02
20230515,Houston AstrosChicago Cubs20230515,0,Mon,Chicago Cubs,NL,42,Houston Astros,AL,41,N,HOU03
20230515,Los Angeles DodgersMinnesota Twins20230515,0,Mon,Minnesota Twins,AL,42,Los Angeles Dodgers,NL,42,N,LOS03
20230515,Oakland AthleticsArizona Diamondbacks20230515,0,Mon,Arizona Diamondbacks,NL,42,Oakland Athletics,AL,43,N,OAK01
20230515,San Diego PadresKansas City Royals20230515,0,Mon,Kansas City Royals,AL,43,San Diego Padres,NL,42,N,SAN02
20230515,San Francisco GiantsPhiladelphia Phillies20230515,0,Mon,Philadelphia Phillies,NL,41,San Francisco Giants,NL,42,N,SFO03
20230515,St. Louis CardinalsMilwaukee Brewers20230515,0,Mon,Milwaukee Brewers,NL,41,St. Louis Cardinals,NL,42,N,STL10
20230515,Texas RangersAtlanta Braves20230515,0,Mon,Atlanta Braves,NL,42,Texas Rangers,AL,41,N,ARL03
20230515,Toronto Blue JaysNew York Yankees20230515,0,Mon,New York Yankees,AL,43,Toronto Blue Jays,AL,41,N,TOR02
20230515,Washington NationalsNew York Mets20230515,0,Mon,New York Mets,NL,43,Washington Nationals,NL,41,D,WAS11
20230516,Baltimore OriolesLos Angeles Angels20230516,0,Tue,Los Angeles Angels,AL,43,Baltimore Orioles,AL,42,N,WIL02
20230516,Boston Red SoxSeattle Mariners20230516,0,Tue,Seattle Mariners,AL,42,Boston Red Sox,AL,43,N,BOS07
20230516,Chicago White SoxCleveland Guardians20230516,0,Tue,Cleveland Guardians,AL,41,Chicago White Sox,AL,43,N,CHI12
20230516,Colorado RockiesCincinnati Reds20230516,0,Tue,Cincinnati Reds,NL,43,Colorado Rockies,NL,43,N,DEN02
20230516,Detroit TigersPittsburgh Pirates20230516,0,Tue,Pittsburgh Pirates,NL,42,Detroit Tigers,AL,41,N,DET05
20230516,Houston AstrosChicago Cubs20230516,0,Tue,Chicago Cubs,NL,43,Houston Astros,AL,42,N,HOU03
20230516,Los Angeles DodgersMinnesota Twins20230516,0,Tue,Minnesota Twins,AL,43,Los Angeles Dodgers,NL,43,N,LOS03
20230516,Miami MarlinsWashington Nationals20230516,0,Tue,Washington Nationals,NL,42,Miami Marlins,NL,42,N,MIA02
20230516,New York MetsTampa Bay Rays20230516,0,Tue,Tampa Bay Rays,AL,43,New York Mets,NL,44,N,NYC20
20230516,Oakland AthleticsArizona Diamondbacks20230516,0,Tue,Arizona Diamondbacks,NL,43,Oakland Athletics,AL,44,N,OAK01
20230516,San Diego PadresKansas City Royals20230516,0,Tue,Kansas City Royals,AL,44,San Diego Padres,NL,43,N,SAN02
20230516,San Francisco GiantsPhiladelphia Phillies20230516,0,Tue,Philadelphia Phillies,NL,42,San Francisco Giants,NL,43,N,SFO03
20230516,St. Louis CardinalsMilwaukee Brewers20230516,0,Tue,Milwaukee Brewers,NL,42,St. Louis Cardinals,NL,43,N,STL10
20230516,Texas RangersAtlanta Braves20230516,0,Tue,Atlanta Braves,NL,43,Texas Rangers,AL,42,N,ARL03
20230516,Toronto Blue JaysNew York Yankees20230516,0,Tue,New York Yankees,AL,44,Toronto Blue Jays,AL,42,N,TOR02
20230517,Baltimore OriolesLos Angeles Angels20230517,0,Wed,Los Angeles Angels,AL,44,Baltimore Orioles,AL,43,N,WIL02
20230517,Boston Red SoxSeattle Mariners20230517,0,Wed,Seattle Mariners,AL,43,Boston Red Sox,AL,44,N,BOS07
20230517,Chicago White SoxCleveland Guardians20230517,0,Wed,Cleveland Guardians,AL,42,Chicago White Sox,AL,44,N,CHI12
20230517,Colorado RockiesCincinnati Reds20230517,0,Wed,Cincinnati Reds,NL,44,Colorado Rockies,NL,44,D,DEN02
20230517,Detroit TigersPittsburgh Pirates20230517,0,Wed,Pittsburgh Pirates,NL,43,Detroit Tigers,AL,42,D,DET05
20230517,Houston AstrosChicago Cubs20230517,0,Wed,Chicago Cubs,NL,44,Houston Astros,AL,43,N,HOU03
20230517,Los Angeles DodgersMinnesota Twins20230517,0,Wed,Minnesota Twins,AL,44,Los Angeles Dodgers,NL,44,N,LOS03
20230517,Miami MarlinsWashington Nationals20230517,0,Wed,Washington Nationals,NL,43,Miami Marlins,NL,43,N,MIA02
20230517,New York MetsTampa Bay Rays20230517,0,Wed,Tampa Bay Rays,AL,44,New York Mets,NL,45,N,NYC20
20230517,Oakland AthleticsArizona Diamondbacks20230517,0,Wed,Arizona Diamondbacks,NL,44,Oakland Athletics,AL,45,N,OAK01
20230517,San Diego PadresKansas City Royals20230517,0,Wed,Kansas City Royals,AL,45,San Diego Padres,NL,44,D,SAN02
20230517,San Francisco GiantsPhiladelphia Phillies20230517,0,Wed,Philadelphia Phillies,NL,43,San Francisco Giants,NL,44,N,SFO03
20230517,St. Louis CardinalsMilwaukee Brewers20230517,0,Wed,Milwaukee Brewers,NL,43,St. Louis Cardinals,NL,44,N,STL10
20230517,Texas RangersAtlanta Braves20230517,0,Wed,Atlanta Braves,NL,44,Texas Rangers,AL,43,N,ARL03
20230517,Toronto Blue JaysNew York Yankees20230517,0,Wed,New York Yankees,AL,45,Toronto Blue Jays,AL,43,N,TOR02
20230518,Baltimore OriolesLos Angeles Angels20230518,0,Thu,Los Angeles Angels,AL,45,Baltimore Orioles,AL,44,N,WIL02
20230518,Chicago White SoxCleveland Guardians20230518,0,Thu,Cleveland Guardians,AL,43,Chicago White Sox,AL,45,D,CHI12
20230518,Miami MarlinsWashington Nationals20230518,0,Thu,Washington Nationals,NL,44,Miami Marlins,NL,44,D,MIA02
20230518,New York MetsTampa Bay Rays20230518,0,Thu,Tampa Bay Rays,AL,45,New York Mets,NL,46,D,NYC20
20230518,St. Louis CardinalsLos Angeles Dodgers20230518,0,Thu,Los Angeles Dodgers,NL,45,St. Louis Cardinals,NL,45,N,STL10
20230518,Toronto Blue JaysNew York Yankees20230518,0,Thu,New York Yankees,AL,46,Toronto Blue Jays,AL,44,N,TOR02
20230519,Los Angeles AngelsMinnesota Twins20230519,0,Fri,Minnesota Twins,AL,45,Los Angeles Angels,AL,46,N,ANA01
20230519,Atlanta BravesSeattle Mariners20230519,0,Fri,Seattle Mariners,AL,44,Atlanta Braves,NL,45,N,ATL03
20230519,Chicago White SoxKansas City Royals20230519,0,Fri,Kansas City Royals,AL,46,Chicago White Sox,AL,46,N,CHI12
20230519,Cincinnati RedsNew York Yankees20230519,0,Fri,New York Yankees,AL,47,Cincinnati Reds,NL,45,N,DYE01
20230519,Houston AstrosOakland Athletics20230519,0,Fri,Oakland Athletics,AL,46,Houston Astros,AL,44,N,HOU03
20230519,New York MetsCleveland Guardians20230519,0,Fri,Cleveland Guardians,AL,44,New York Mets,NL,47,N,NYC20
20230519,Philadelphia PhilliesChicago Cubs20230519,0,Fri,Chicago Cubs,NL,45,Philadelphia Phillies,NL,44,N,PHI13
20230519,Pittsburgh PiratesArizona Diamondbacks20230519,0,Fri,Arizona Diamondbacks,NL,45,Pittsburgh Pirates,NL,44,N,PIT08
20230519,San Diego PadresBoston Red Sox20230519,0,Fri,Boston Red Sox,AL,45,San Diego Padres,NL,45,N,SAN02
20230519,San Francisco GiantsMiami Marlins20230519,0,Fri,Miami Marlins,NL,45,San Francisco Giants,NL,45,N,SFO03
20230519,St. Louis CardinalsLos Angeles Dodgers20230519,0,Fri,Los Angeles Dodgers,NL,46,St. Louis Cardinals,NL,46,N,STL10
20230519,Tampa Bay RaysMilwaukee Brewers20230519,0,Fri,Milwaukee Brewers,NL,44,Tampa Bay Rays,AL,46,N,STP01
20230519,Texas RangersColorado Rockies20230519,0,Fri,Colorado Rockies,NL,45,Texas Rangers,AL,44,N,ARL03
20230519,Toronto Blue JaysBaltimore Orioles20230519,0,Fri,Baltimore Orioles,AL,45,Toronto Blue Jays,AL,45,N,TOR02
20230519,Washington NationalsDetroit Tigers20230519,0,Fri,Detroit Tigers,AL,43,Washington Nationals,NL,45,N,WAS11
20230520,Los Angeles AngelsMinnesota Twins20230520,0,Sat,Minnesota Twins,AL,46,Los Angeles Angels,AL,47,N,ANA01
20230520,Atlanta BravesSeattle Mariners20230520,0,Sat,Seattle Mariners,AL,45,Atlanta Braves,NL,46,N,ATL03
20230520,Chicago White SoxKansas City Royals20230520,0,Sat,Kansas City Royals,AL,47,Chicago White Sox,AL,47,D,CHI12
20230520,Cincinnati RedsNew York Yankees20230520,0,Sat,New York Yankees,AL,48,Cincinnati Reds,NL,46,D,DYE01
20230520,Houston AstrosOakland Athletics20230520,0,Sat,Oakland Athletics,AL,47,Houston Astros,AL,45,D,HOU03
20230520,New York MetsCleveland Guardians20230520,0,Sat,Cleveland Guardians,AL,45,New York Mets,NL,48,D,NYC20
20230520,Philadelphia PhilliesChicago Cubs20230520,0,Sat,Chicago Cubs,NL,46,Philadelphia Phillies,NL,45,D,PHI13
20230520,Pittsburgh PiratesArizona Diamondbacks20230520,0,Sat,Arizona Diamondbacks,NL,46,Pittsburgh Pirates,NL,45,D,PIT08
20230520,San Diego PadresBoston Red Sox20230520,0,Sat,Boston Red Sox,AL,46,San Diego Padres,NL,46,N,SAN02
20230520,San Francisco GiantsMiami Marlins20230520,0,Sat,Miami Marlins,NL,46,San Francisco Giants,NL,46,D,SFO03
20230520,St. Louis CardinalsLos Angeles Dodgers20230520,0,Sat,Los Angeles Dodgers,NL,47,St. Louis Cardinals,NL,47,N,STL10
20230520,Tampa Bay RaysMilwaukee Brewers20230520,0,Sat,Milwaukee Brewers,NL,45,Tampa Bay Rays,AL,47,D,STP01
20230520,Texas RangersColorado Rockies20230520,0,Sat,Colorado Rockies,NL,46,Texas Rangers,AL,45,D,ARL03
20230520,Toronto Blue JaysBaltimore Orioles20230520,0,Sat,Baltimore Orioles,AL,46,Toronto Blue Jays,AL,46,D,TOR02
20230520,Washington NationalsDetroit Tigers20230520,0,Sat,Detroit Tigers,AL,44,Washington Nationals,NL,46,D,WAS11
20230521,Los Angeles AngelsMinnesota Twins20230521,0,Sun,Minnesota Twins,AL,47,Los Angeles Angels,AL,48,D,ANA01
20230521,Atlanta BravesSeattle Mariners20230521,0,Sun,Seattle Mariners,AL,46,Atlanta Braves,NL,47,D,ATL03
20230521,Chicago White SoxKansas City Royals20230521,0,Sun,Kansas City Royals,AL,48,Chicago White Sox,AL,48,D,CHI12
20230521,Cincinnati RedsNew York Yankees20230521,0,Sun,New York Yankees,AL,49,Cincinnati Reds,NL,47,N,DYE01
20230521,Houston AstrosOakland Athletics20230521,0,Sun,Oakland Athletics,AL,48,Houston Astros,AL,46,D,HOU03
20230521,New York MetsCleveland Guardians20230521,0,Sun,Cleveland Guardians,AL,46,New York Mets,NL,49,N,NYC20
20230521,Philadelphia PhilliesChicago Cubs20230521,0,Sun,Chicago Cubs,NL,47,Philadelphia Phillies,NL,46,D,PHI13
20230521,Pittsburgh PiratesArizona Diamondbacks20230521,0,Sun,Arizona Diamondbacks,NL,47,Pittsburgh Pirates,NL,46,D,PIT08
20230521,San Diego PadresBoston Red Sox20230521,0,Sun,Boston Red Sox,AL,47,San Diego Padres,NL,47,D,SAN02
20230521,San Francisco GiantsMiami Marlins20230521,0,Sun,Miami Marlins,NL,47,San Francisco Giants,NL,47,D,SFO03
