date,my_id,number_of_game_today,day_of_week,away_team,away_team_league,away_team_game_number,home_team,home_team_league,home_team_game_number,day_night,park_id
20230330,Boston Red SoxBaltimore Orioles20230330,0,Thu,Baltimore Orioles,AL,1,Boston Red Sox,AL,1,D,BOS07
20230330,Chicago CubsMilwaukee Brewers20230330,0,Thu,Milwaukee Brewers,NL,1,Chicago Cubs,NL,1,D,CHI11
20230330,Cincinnati RedsPittsburgh Pirates20230330,0,Thu,Pittsburgh Pirates,NL,1,Cincinnati Reds,NL,1,D,DYE01
20230330,Houston AstrosChicago White Sox20230330,0,Thu,Chicago White Sox,AL,1,Houston Astros,AL,1,N,HOU03
20230330,Kansas City RoyalsMinnesota Twins20230330,0,Thu,Minnesota Twins,AL,1,Kansas City Royals,AL,1,D,KAN06
20230330,Los Angeles DodgersArizona Diamondbacks20230330,0,Thu,Arizona Diamondbacks,NL,1,Los Angeles Dodgers,NL,1,N,LOS03
20230330,Miami MarlinsNew York Mets20230330,0,Thu,New York Mets,NL,1,Miami Marlins,NL,1,D,MIA02
20230330,New York YankeesSan Francisco Giants20230330,0,Thu,San Francisco Giants,NL,1,New York Yankees,AL,1,D,NYC21
20230330,Oakland AthleticsLos Angeles Angels20230330,0,Thu,Los Angeles Angels,AL,1,Oakland Athletics,AL,1,N,OAK01
20230330,San Diego PadresColorado Rockies20230330,0,Thu,Colorado Rockies,NL,1,San Diego Padres,NL,1,D,SAN02
20230330,Seattle MarinersCleveland Guardians20230330,0,Thu,Cleveland Guardians,AL,1,Seattle Mariners,AL,1,N,SEA03
20230330,St. Louis CardinalsToronto Blue Jays20230330,0,Thu,Toronto Blue Jays,AL,1,St. Louis Cardinals,NL,1,D,STL10
20230330,Tampa Bay RaysDetroit Tigers20230330,0,Thu,Detroit Tigers,AL,1,Tampa Bay Rays,AL,1,D,STP01
20230330,Texas RangersPhiladelphia Phillies20230330,0,Thu,Philadelphia Phillies,NL,1,Texas Rangers,AL,1,D,ARL03
20230330,Washington NationalsAtlanta Braves20230330,0,Thu,Atlanta Braves,NL,1,Washington Nationals,NL,1,D,WAS11
20230331,Houston AstrosChicago White Sox20230331,0,Fri,Chicago White Sox,AL,2,Houston Astros,AL,2,N,HOU03
20230331,Los Angeles DodgersArizona Diamondbacks20230331,0,Fri,Arizona Diamondbacks,NL,2,Los Angeles Dodgers,NL,2,N,LOS03
20230331,Miami MarlinsNew York Mets20230331,0,Fri,New York Mets,NL,2,Miami Marlins,NL,2,N,MIA02
20230331,San Diego PadresColorado Rockies20230331,0,Fri,Colorado Rockies,NL,2,San Diego Padres,NL,2,N,SAN02
20230331,Seattle MarinersCleveland Guardians20230331,0,Fri,Cleveland Guardians,AL,2,Seattle Mariners,AL,2,N,SEA03
20230401,Boston Red SoxBaltimore Orioles20230401,0,Sat,Baltimore Orioles,AL,2,Boston Red Sox,AL,2,D,BOS07
20230401,Chicago CubsMilwaukee Brewers20230401,0,Sat,Milwaukee Brewers,NL,2,Chicago Cubs,NL,2,D,CHI11
20230401,Cincinnati RedsPittsburgh Pirates20230401,0,Sat,Pittsburgh Pirates,NL,2,Cincinnati Reds,NL,2,D,DYE01
20230401,Houston AstrosChicago White Sox20230401,0,Sat,Chicago White Sox,AL,3,Houston Astros,AL,3,D,HOU03
20230401,Kansas City RoyalsMinnesota Twins20230401,0,Sat,Minnesota Twins,AL,2,Kansas City Royals,AL,2,D,KAN06
20230401,Los Angeles DodgersArizona Diamondbacks20230401,0,Sat,Arizona Diamondbacks,NL,3,Los Angeles Dodgers,NL,3,N,LOS03
20230401,Miami MarlinsNew York Mets20230401,0,Sat,New York Mets,NL,3,Miami Marlins,NL,3,D,MIA02
20230401,New York YankeesSan Francisco Giants20230401,0,Sat,San Francisco Giants,NL,2,New York Yankees,AL,2,D,NYC21
20230401,Oakland AthleticsLos Angeles Angels20230401,0,Sat,Los Angeles Angels,AL,2,Oakland Athletics,AL,2,D,OAK01
20230401,San Diego PadresColorado Rockies20230401,0,Sat,Colorado Rockies,NL,3,San Diego Padres,NL,3,D,SAN02
20230401,Seattle MarinersCleveland Guardians20230401,0,Sat,Cleveland Guardians,AL,3,Seattle Mariners,AL,3,N,SEA03
20230401,St. Louis CardinalsToronto Blue Jays20230401,0,Sat,Toronto Blue Jays,AL,2,St. Louis Cardinals,NL,2,D,STL10
20230401,Tampa Bay RaysDetroit Tigers20230401,0,Sat,Detroit Tigers,AL,2,Tampa Bay Rays,AL,2,D,STP01
20230401,Texas RangersPhiladelphia Phillies20230401,0,Sat,Philadelphia Phillies,NL,2,Texas Rangers,AL,2,D,ARL03
20230401,Washington NationalsAtlanta Braves20230401,0,Sat,Atlanta Braves,NL,2,Washington Nationals,NL,2,D,WAS11
20230402,Boston Red SoxBaltimore Orioles20230402,0,Sun,Baltimore Orioles,AL,3,Boston Red Sox,AL,3,D,BOS07
20230402,Chicago CubsMilwaukee Brewers20230402,0,Sun,Milwaukee Brewers,NL,3,Chicago Cubs,NL,3,D,CHI11
20230402,Cincinnati RedsPittsburgh Pirates20230402,0,Sun,Pittsburgh Pirates,NL,3,Cincinnati Reds,NL,3,D,DYE01
20230402,Houston AstrosChicago White Sox20230402,0,Sun,Chicago White Sox,AL,4,Houston Astros,AL,4,D,HOU03
20230402,Kansas City RoyalsMinnesota Twins20230402,0,Sun,Minnesota Twins,AL,3,Kansas City Royals,AL,3,D,KAN06
20230402,Los Angeles DodgersArizona Diamondbacks20230402,0,Sun,Arizona Diamondbacks,NL,4,Los Angeles Dodgers,NL,4,D,LOS03
20230402,Miami MarlinsNew York Mets20230402,0,Sun,New York Mets,NL,4,Miami Marlins,NL,4,D,MIA02
20230402,New York YankeesSan Francisco Giants20230402,0,Sun,San Francisco Giants,NL,3,New York Yankees,AL,3,D,NYC21
20230402,Oakland AthleticsLos Angeles Angels20230402,0,Sun,Los Angeles Angels,AL,3,Oakland Athletics,AL,3,D,OAK01
20230402,San Diego PadresColorado Rockies20230402,0,Sun,Colorado Rockies,NL,4,San Diego Padres,NL,4,D,SAN02
20230402,Seattle MarinersCleveland Guardians20230402,0,Sun,Cleveland Guardians,AL,4,Seattle Mariners,AL,4,D,SEA03
20230402,St. Louis CardinalsToronto Blue Jays20230402,0,Sun,Toronto Blue Jays,AL,3,St. Louis Cardinals,NL,3,D,STL10
20230402,Tampa Bay RaysDetroit Tigers20230402,0,Sun,Detroit Tigers,AL,3,Tampa Bay Rays,AL,3,D,STP01
20230402,Texas RangersPhiladelphia Phillies20230402,0,Sun,Philadelphia Phillies,NL,3,Texas Rangers,AL,3,N,ARL03
20230402,Washington NationalsAtlanta Braves20230402,0,Sun,Atlanta Braves,NL,3,Washington Nationals,NL,3,D,WAS11
20230403,Boston Red SoxPittsburgh Pirates20230403,0,Mon,Pittsburgh Pirates,NL,4,Boston Red Sox,AL,4,N,BOS07
20230403,Chicago White SoxSan Francisco Giants20230403,0,Mon,San Francisco Giants,NL,4,Chicago White Sox,AL,5,D,CHI12
20230403,Cincinnati RedsChicago Cubs20230403,0,Mon,Chicago Cubs,NL,4,Cincinnati Reds,NL,4,N,DYE01
20230403,Houston AstrosDetroit Tigers20230403,0,Mon,Detroit Tigers,AL,4,Houston Astros,AL,5,N,HOU03
20230403,Kansas City RoyalsToronto Blue Jays20230403,0,Mon,Toronto Blue Jays,AL,4,Kansas City Royals,AL,4,N,KAN06
20230403,Los Angeles DodgersColorado Rockies20230403,0,Mon,Colorado Rockies,NL,5,Los Angeles Dodgers,NL,5,N,LOS03
20230403,Miami MarlinsMinnesota Twins20230403,0,Mon,Minnesota Twins,AL,4,Miami Marlins,NL,5,N,MIA02
20230403,Milwaukee BrewersNew York Mets20230403,0,Mon,New York Mets,NL,5,Milwaukee Brewers,NL,4,D,MIL06
20230403,New York YankeesPhiladelphia Phillies20230403,0,Mon,Philadelphia Phillies,NL,4,New York Yankees,AL,4,N,NYC21
20230403,Oakland AthleticsCleveland Guardians20230403,0,Mon,Cleveland Guardians,AL,5,Oakland Athletics,AL,4,N,OAK01
20230403,San Diego PadresArizona Diamondbacks20230403,0,Mon,Arizona Diamondbacks,NL,5,San Diego Padres,NL,5,N,SAN02
20230403,Seattle MarinersLos Angeles Angels20230403,0,Mon,Los Angeles Angels,AL,4,Seattle Mariners,AL,5,N,SEA03
20230403,St. Louis CardinalsAtlanta Braves20230403,0,Mon,Atlanta Braves,NL,4,St. Louis Cardinals,NL,4,N,STL10
20230403,Texas RangersBaltimore Orioles20230403,0,Mon,Baltimore Orioles,AL,4,Texas Rangers,AL,4,N,ARL03
20230403,Washington NationalsTampa Bay Rays20230403,0,Mon,Tampa Bay Rays,AL,4,Washington Nationals,NL,4,N,WAS11
20230404,Boston Red SoxPittsburgh Pirates20230404,0,Tue,Pittsburgh Pirates,NL,5,Boston Red Sox,AL,5,N,BOS07
20230404,Cincinnati RedsChicago Cubs20230404,0,Tue,Chicago Cubs,NL,5,Cincinnati Reds,NL,5,N,DYE01
20230404,Houston AstrosDetroit Tigers20230404,0,Tue,Detroit Tigers,AL,5,Houston Astros,AL,6,N,HOU03
20230404,Kansas City RoyalsToronto Blue Jays20230404,0,Tue,Toronto Blue Jays,AL,5,Kansas City Royals,AL,5,N,KAN06
20230404,Los Angeles DodgersColorado Rockies20230404,0,Tue,Colorado Rockies,NL,6,Los Angeles Dodgers,NL,6,N,LOS03
20230404,Miami MarlinsMinnesota Twins20230404,0,Tue,Minnesota Twins,AL,5,Miami Marlins,NL,6,N,MIA02
20230404,Milwaukee BrewersNew York Mets20230404,0,Tue,New York Mets,NL,6,Milwaukee Brewers,NL,5,N,MIL06
20230404,New York YankeesPhiladelphia Phillies20230404,0,Tue,Philadelphia Phillies,NL,5,New York Yankees,AL,5,N,NYC21
20230404,Oakland AthleticsCleveland Guardians20230404,0,Tue,Cleveland Guardians,AL,6,Oakland Athletics,AL,5,N,OAK01
20230404,San Diego PadresArizona Diamondbacks20230404,0,Tue,Arizona Diamondbacks,NL,6,San Diego Padres,NL,6,D,SAN02
20230404,Seattle MarinersLos Angeles Angels20230404,0,Tue,Los Angeles Angels,AL,5,Seattle Mariners,AL,6,N,SEA03
20230404,St. Louis CardinalsAtlanta Braves20230404,0,Tue,Atlanta Braves,NL,5,St. Louis Cardinals,NL,5,N,STL10
20230404,Texas RangersBaltimore Orioles20230404,0,Tue,Baltimore Orioles,AL,5,Texas Rangers,AL,5,N,ARL03
20230404,Washington NationalsTampa Bay Rays20230404,0,Tue,Tampa Bay Rays,AL,5,Washington Nationals,NL,5,N,WAS11
20230405,Boston Red SoxPittsburgh Pirates20230405,0,Wed,Pittsburgh Pirates,NL,6,Boston Red Sox,AL,6,D,BOS07
20230405,Chicago White SoxSan Francisco Giants20230405,0,Wed,San Francisco Giants,NL,5,Chicago White Sox,AL,6,D,CHI12
20230405,Cincinnati RedsChicago Cubs20230405,0,Wed,Chicago Cubs,NL,6,Cincinnati Reds,NL,6,N,DYE01
20230405,Houston AstrosDetroit Tigers20230405,0,Wed,Detroit Tigers,AL,6,Houston Astros,AL,7,N,HOU03
20230405,Kansas City RoyalsToronto Blue Jays20230405,0,Wed,Toronto Blue Jays,AL,6,Kansas City Royals,AL,6,N,KAN06
20230405,Miami MarlinsMinnesota Twins20230405,0,Wed,Minnesota Twins,AL,6,Miami Marlins,NL,7,D,MIA02
20230405,Milwaukee BrewersNew York Mets20230405,0,Wed,New York Mets,NL,7,Milwaukee Brewers,NL,6,N,MIL06
20230405,New York YankeesPhiladelphia Phillies20230405,0,Wed,Philadelphia Phillies,NL,6,New York Yankees,AL,6,D,NYC21
20230405,Oakland AthleticsCleveland Guardians20230405,0,Wed,Cleveland Guardians,AL,7,Oakland Athletics,AL,6,N,OAK01
20230405,Seattle MarinersLos Angeles Angels20230405,0,Wed,Los Angeles Angels,AL,6,Seattle Mariners,AL,7,D,SEA03
20230405,St. Louis CardinalsAtlanta Braves20230405,0,Wed,Atlanta Braves,NL,6,St. Louis Cardinals,NL,6,N,STL10
20230405,Texas RangersBaltimore Orioles20230405,0,Wed,Baltimore Orioles,AL,6,Texas Rangers,AL,6,D,ARL03
20230405,Washington NationalsTampa Bay Rays20230405,0,Wed,Tampa Bay Rays,AL,6,Washington Nationals,NL,6,D,WAS11
20230406,Arizona DiamondbacksLos Angeles Dodgers20230406,0,Thu,Los Angeles Dodgers,NL,7,Arizona Diamondbacks,NL,7,N,PHO01
20230406,Atlanta BravesSan Diego Padres20230406,0,Thu,San Diego Padres,NL,7,Atlanta Braves,NL,7,N,ATL03
20230406,Baltimore OriolesNew York Yankees20230406,0,Thu,New York Yankees,AL,7,Baltimore Orioles,AL,7,D,WIL02
20230406,Chicago White SoxSan Francisco Giants20230406,0,Thu,San Francisco Giants,NL,6,Chicago White Sox,AL,7,D,CHI12
20230406,Colorado RockiesWashington Nationals20230406,0,Thu,Washington Nationals,NL,7,Colorado Rockies,NL,7,D,DEN02
20230406,Detroit TigersBoston Red Sox20230406,0,Thu,Boston Red Sox,AL,7,Detroit Tigers,AL,7,D,DET05
20230406,Kansas City RoyalsToronto Blue Jays20230406,0,Thu,Toronto Blue Jays,AL,7,Kansas City Royals,AL,7,D,KAN06
20230406,Minnesota TwinsHouston Astros20230406,0,Thu,Houston Astros,AL,8,Minnesota Twins,AL,7,D,MIN04
20230406,New York MetsMiami Marlins20230406,0,Thu,Miami Marlins,NL,8,New York Mets,NL,8,D,NYC20
20230406,Philadelphia PhilliesCincinnati Reds20230406,0,Thu,Cincinnati Reds,NL,7,Philadelphia Phillies,NL,7,D,PHI13
20230407,Los Angeles AngelsToronto Blue Jays20230407,0,Fri,Toronto Blue Jays,AL,8,Los Angeles Angels,AL,7,N,ANA01
20230407,Arizona DiamondbacksLos Angeles Dodgers20230407,0,Fri,Los Angeles Dodgers,NL,8,Arizona Diamondbacks,NL,8,N,PHO01
20230407,Atlanta BravesSan Diego Padres20230407,0,Fri,San Diego Padres,NL,8,Atlanta Braves,NL,8,N,ATL03
20230407,Chicago CubsTexas Rangers20230407,0,Fri,Texas Rangers,AL,7,Chicago Cubs,NL,7,D,CHI11
20230407,Cleveland GuardiansSeattle Mariners20230407,0,Fri,Seattle Mariners,AL,8,Cleveland Guardians,AL,8,D,CLE08
20230407,Colorado RockiesWashington Nationals20230407,0,Fri,Washington Nationals,NL,8,Colorado Rockies,NL,8,N,DEN02
20230407,Milwaukee BrewersSt. Louis Cardinals20230407,0,Fri,St. Louis Cardinals,NL,7,Milwaukee Brewers,NL,7,N,MIL06
20230407,Pittsburgh PiratesChicago White Sox20230407,0,Fri,Chicago White Sox,AL,8,Pittsburgh Pirates,NL,7,D,PIT08
20230407,San Francisco GiantsKansas City Royals20230407,0,Fri,Kansas City Royals,AL,8,San Francisco Giants,NL,7,D,SFO03
20230407,Tampa Bay RaysOakland Athletics20230407,0,Fri,Oakland Athletics,AL,7,Tampa Bay Rays,AL,7,N,STP01
20230408,Los Angeles AngelsToronto Blue Jays20230408,0,Sat,Toronto Blue Jays,AL,9,Los Angeles Angels,AL,8,N,ANA01
20230408,Arizona DiamondbacksLos Angeles Dodgers20230408,0,Sat,Los Angeles Dodgers,NL,9,Arizona Diamondbacks,NL,9,D,PHO01
20230408,Atlanta BravesSan Diego Padres20230408,0,Sat,San Diego Padres,NL,9,Atlanta Braves,NL,9,N,ATL03
20230408,Baltimore OriolesNew York Yankees20230408,0,Sat,New York Yankees,AL,8,Baltimore Orioles,AL,8,N,WIL02
20230408,Chicago CubsTexas Rangers20230408,0,Sat,Texas Rangers,AL,8,Chicago Cubs,NL,8,D,CHI11
20230408,Cleveland GuardiansSeattle Mariners20230408,0,Sat,Seattle Mariners,AL,9,Cleveland Guardians,AL,9,N,CLE08
20230408,Colorado RockiesWashington Nationals20230408,0,Sat,Washington Nationals,NL,9,Colorado Rockies,NL,9,N,DEN02
20230408,Detroit TigersBoston Red Sox20230408,0,Sat,Boston Red Sox,AL,8,Detroit Tigers,AL,8,D,DET05
20230408,Milwaukee BrewersSt. Louis Cardinals20230408,0,Sat,St. Louis Cardinals,NL,8,Milwaukee Brewers,NL,8,N,MIL06
20230408,Minnesota TwinsHouston Astros20230408,0,Sat,Houston Astros,AL,9,Minnesota Twins,AL,8,D,MIN04
20230408,New York MetsMiami Marlins20230408,0,Sat,Miami Marlins,NL,9,New York Mets,NL,9,D,NYC20
20230408,Philadelphia PhilliesCincinnati Reds20230408,0,Sat,Cincinnati Reds,NL,8,Philadelphia Phillies,NL,8,D,PHI13
20230408,Pittsburgh PiratesChicago White Sox20230408,0,Sat,Chicago White Sox,AL,9,Pittsburgh Pirates,NL,8,N,PIT08
20230408,San Francisco GiantsKansas City Royals20230408,0,Sat,Kansas City Royals,AL,9,San Francisco Giants,NL,8,D,SFO03
20230408,Tampa Bay RaysOakland Athletics20230408,0,Sat,Oakland Athletics,AL,8,Tampa Bay Rays,AL,8,D,STP01
20230409,Los Angeles AngelsToronto Blue Jays20230409,0,Sun,Toronto Blue Jays,AL,10,Los Angeles Angels,AL,9,D,ANA01
20230409,Arizona DiamondbacksLos Angeles Dodgers20230409,0,Sun,Los Angeles Dodgers,NL,10,Arizona Diamondbacks,NL,10,D,PHO01
20230409,Atlanta BravesSan Diego Padres20230409,0,Sun,San Diego Padres,NL,10,Atlanta Braves,NL,10,N,ATL03
20230409,Baltimore OriolesNew York Yankees20230409,0,Sun,New York Yankees,AL,9,Baltimore Orioles,AL,9,D,WIL02
20230409,Chicago CubsTexas Rangers20230409,0,Sun,Texas Rangers,AL,9,Chicago Cubs,NL,9,D,CHI11
20230409,Cleveland GuardiansSeattle Mariners20230409,0,Sun,Seattle Mariners,AL,10,Cleveland Guardians,AL,10,D,CLE08
20230409,Colorado RockiesWashington Nationals20230409,0,Sun,Washington Nationals,NL,10,Colorado Rockies,NL,10,D,DEN02
20230409,Detroit TigersBoston Red Sox20230409,0,Sun,Boston Red Sox,AL,9,Detroit Tigers,AL,9,D,DET05
20230409,Milwaukee BrewersSt. Louis Cardinals20230409,0,Sun,St. Louis Cardinals,NL,9,Milwaukee Brewers,NL,9,D,MIL06
20230409,Minnesota TwinsHouston Astros20230409,0,Sun,Houston Astros,AL,10,Minnesota Twins,AL,9,D,MIN04
20230409,New York MetsMiami Marlins20230409,0,Sun,Miami Marlins,NL,10,New York Mets,NL,10,D,NYC20
20230409,Philadelphia PhilliesCincinnati Reds20230409,0,Sun,Cincinnati Reds,NL,9,Philadelphia Phillies,NL,9,D,PHI13
20230409,Pittsburgh PiratesChicago White Sox20230409,0,Sun,Chicago White Sox,AL,10,Pittsburgh Pirates,NL,9,D,PIT08
20230409,San Francisco GiantsKansas City Royals20230409,0,Sun,Kansas City Royals,AL,10,San Francisco Giants,NL,9,D,SFO03
20230409,Tampa Bay RaysOakland Athletics20230409,0,Sun,Oakland Athletics,AL,9,Tampa Bay Rays,AL,9,D,STP01
20230410,Los Angeles AngelsWashington Nationals20230410,0,Mon,Washington Nationals,NL,11,Los Angeles Angels,AL,10,N,ANA01
20230410,Arizona DiamondbacksMilwaukee Brewers20230410,0,Mon,Milwaukee Brewers,NL,10,Arizona Diamondbacks,NL,11,N,PHO01
20230410,Atlanta BravesCincinnati Reds20230410,0,Mon,Cincinnati Reds,NL,10,Atlanta Braves,NL,11,N,ATL03
20230410,Baltimore OriolesOakland Athletics20230410,0,Mon,Oakland Athletics,AL,10,Baltimore Orioles,AL,10,N,WIL02
20230410,Chicago CubsSeattle Mariners20230410,0,Mon,Seattle Mariners,AL,11,Chicago Cubs,NL,10,N,CHI11
20230410,Cleveland GuardiansNew York Yankees20230410,0,Mon,New York Yankees,AL,10,Cleveland Guardians,AL,11,N,CLE08
20230410,Colorado RockiesSt. Louis Cardinals20230410,0,Mon,St. Louis Cardinals,NL,10,Colorado Rockies,NL,11,N,DEN02
20230410,Minnesota TwinsChicago White Sox20230410,0,Mon,Chicago White Sox,AL,11,Minnesota Twins,AL,10,D,MIN04
20230410,New York MetsSan Diego Padres20230410,0,Mon,San Diego Padres,NL,11,New York Mets,NL,11,N,NYC20
20230410,Philadelphia PhilliesMiami Marlins20230410,0,Mon,Miami Marlins,NL,11,Philadelphia Phillies,NL,10,N,PHI13
20230410,Pittsburgh PiratesHouston Astros20230410,0,Mon,Houston Astros,AL,11,Pittsburgh Pirates,NL,10,N,PIT08
20230410,San Francisco GiantsLos Angeles Dodgers20230410,0,Mon,Los Angeles Dodgers,NL,11,San Francisco Giants,NL,10,N,SFO03
20230410,Tampa Bay RaysBoston Red Sox20230410,0,Mon,Boston Red Sox,AL,10,Tampa Bay Rays,AL,10,N,STP01
20230410,Texas RangersKansas City Royals20230410,0,Mon,Kansas City Royals,AL,11,Texas Rangers,AL,10,N,ARL03
20230411,Los Angeles AngelsWashington Nationals20230411,0,Tue,Washington Nationals,NL,12,Los Angeles Angels,AL,11,N,ANA01
20230411,Arizona DiamondbacksMilwaukee Brewers20230411,0,Tue,Milwaukee Brewers,NL,11,Arizona Diamondbacks,NL,12,N,PHO01
20230411,Atlanta BravesCincinnati Reds20230411,0,Tue,Cincinnati Reds,NL,11,Atlanta Braves,NL,12,N,ATL03
20230411,Baltimore OriolesOakland Athletics20230411,0,Tue,Oakland Athletics,AL,11,Baltimore Orioles,AL,11,N,WIL02
20230411,Chicago CubsSeattle Mariners20230411,0,Tue,Seattle Mariners,AL,12,Chicago Cubs,NL,11,N,CHI11
20230411,Cleveland GuardiansNew York Yankees20230411,0,Tue,New York Yankees,AL,11,Cleveland Guardians,AL,12,N,CLE08
20230411,Colorado RockiesSt. Louis Cardinals20230411,0,Tue,St. Louis Cardinals,NL,11,Colorado Rockies,NL,12,N,DEN02
20230411,Minnesota TwinsChicago White Sox20230411,0,Tue,Chicago White Sox,AL,12,Minnesota Twins,AL,11,N,MIN04
20230411,New York MetsSan Diego Padres20230411,0,Tue,San Diego Padres,NL,12,New York Mets,NL,12,N,NYC20
20230411,Philadelphia PhilliesMiami Marlins20230411,0,Tue,Miami Marlins,NL,12,Philadelphia Phillies,NL,11,N,PHI13
20230411,Pittsburgh PiratesHouston Astros20230411,0,Tue,Houston Astros,AL,12,Pittsburgh Pirates,NL,11,N,PIT08
20230411,San Francisco GiantsLos Angeles Dodgers20230411,0,Tue,Los Angeles Dodgers,NL,12,San Francisco Giants,NL,11,N,SFO03
20230411,Tampa Bay RaysBoston Red Sox20230411,0,Tue,Boston Red Sox,AL,11,Tampa Bay Rays,AL,11,N,STP01
20230411,Texas RangersKansas City Royals20230411,0,Tue,Kansas City Royals,AL,12,Texas Rangers,AL,11,N,ARL03
20230411,Toronto Blue JaysDetroit Tigers20230411,0,Tue,Detroit Tigers,AL,10,Toronto Blue Jays,AL,11,N,TOR02
20230412,Los Angeles AngelsWashington Nationals20230412,0,Wed,Washington Nationals,NL,13,Los Angeles Angels,AL,12,D,ANA01
20230412,Arizona DiamondbacksMilwaukee Brewers20230412,0,Wed,Milwaukee Brewers,NL,12,Arizona Diamondbacks,NL,13,N,PHO01
20230412,Atlanta BravesCincinnati Reds20230412,0,Wed,Cincinnati Reds,NL,12,Atlanta Braves,NL,13,N,ATL03
20230412,Baltimore OriolesOakland Athletics20230412,0,Wed,Oakland Athletics,AL,12,Baltimore Orioles,AL,12,N,WIL02
20230412,Chicago CubsSeattle Mariners20230412,0,Wed,Seattle Mariners,AL,13,Chicago Cubs,NL,12,D,CHI11
20230412,Cleveland GuardiansNew York Yankees20230412,0,Wed,New York Yankees,AL,12,Cleveland Guardians,AL,13,D,CLE08
20230412,Colorado RockiesSt. Louis Cardinals20230412,0,Wed,St. Louis Cardinals,NL,12,Colorado Rockies,NL,13,D,DEN02
20230412,Minnesota TwinsChicago White Sox20230412,0,Wed,Chicago White Sox,AL,13,Minnesota Twins,AL,12,N,MIN04
20230412,New York MetsSan Diego Padres20230412,0,Wed,San Diego Padres,NL,13,New York Mets,NL,13,D,NYC20
20230412,Philadelphia PhilliesMiami Marlins20230412,0,Wed,Miami Marlins,NL,13,Philadelphia Phillies,NL,12,D,PHI13
20230412,Pittsburgh PiratesHouston Astros20230412,0,Wed,Houston Astros,AL,13,Pittsburgh Pirates,NL,12,N,PIT08
20230412,San Francisco GiantsLos Angeles Dodgers20230412,0,Wed,Los Angeles Dodgers,NL,13,San Francisco Giants,NL,12,N,SFO03
20230412,Tampa Bay RaysBoston Red Sox20230412,0,Wed,Boston Red Sox,AL,12,Tampa Bay Rays,AL,12,N,STP01
20230412,Texas RangersKansas City Royals20230412,0,Wed,Kansas City Royals,AL,13,Texas Rangers,AL,12,N,ARL03
20230412,Toronto Blue JaysDetroit Tigers20230412,0,Wed,Detroit Tigers,AL,11,Toronto Blue Jays,AL,12,N,TOR02
20230413,Baltimore OriolesOakland Athletics20230413,0,Thu,Oakland Athletics,AL,13,Baltimore Orioles,AL,13,D,WIL02
20230413,Cincinnati RedsPhiladelphia Phillies20230413,0,Thu,Philadelphia Phillies,NL,13,Cincinnati Reds,NL,13,N,DYE01
20230413,New York YankeesMinnesota Twins20230413,0,Thu,Minnesota Twins,AL,13,New York Yankees,AL,13,N,NYC21
20230413,San Diego PadresMilwaukee Brewers20230413,0,Thu,Milwaukee Brewers,NL,13,San Diego Padres,NL,14,N,SAN02
20230413,St. Louis CardinalsPittsburgh Pirates20230413,0,Thu,Pittsburgh Pirates,NL,13,St. Louis Cardinals,NL,13,N,STL10
20230413,Tampa Bay RaysBoston Red Sox20230413,0,Thu,Boston Red Sox,AL,13,Tampa Bay Rays,AL,13,D,STP01
20230413,Toronto Blue JaysDetroit Tigers20230413,0,Thu,Detroit Tigers,AL,12,Toronto Blue Jays,AL,13,N,TOR02
20230414,Boston Red SoxLos Angeles Angels20230414,0,Fri,Los Angeles Angels,AL,13,Boston Red Sox,AL,14,N,BOS07
20230414,Chicago White SoxBaltimore Orioles20230414,0,Fri,Baltimore Orioles,AL,14,Chicago White Sox,AL,14,N,CHI12
20230414,Cincinnati RedsPhiladelphia Phillies20230414,0,Fri,Philadelphia Phillies,NL,14,Cincinnati Reds,NL,14,N,DYE01
20230414,Detroit TigersSan Francisco Giants20230414,0,Fri,San Francisco Giants,NL,13,Detroit Tigers,AL,13,N,DET05
20230414,Houston AstrosTexas Rangers20230414,0,Fri,Texas Rangers,AL,13,Houston Astros,AL,14,N,HOU03
20230414,Kansas City RoyalsAtlanta Braves20230414,0,Fri,Atlanta Braves,NL,14,Kansas City Royals,AL,14,N,KAN06
20230414,Los Angeles DodgersChicago Cubs20230414,0,Fri,Chicago Cubs,NL,13,Los Angeles Dodgers,NL,14,N,LOS03
20230414,Miami MarlinsArizona Diamondbacks20230414,0,Fri,Arizona Diamondbacks,NL,14,Miami Marlins,NL,14,N,MIA02
20230414,New York YankeesMinnesota Twins20230414,0,Fri,Minnesota Twins,AL,14,New York Yankees,AL,14,N,NYC21
20230414,Oakland AthleticsNew York Mets20230414,0,Fri,New York Mets,NL,14,Oakland Athletics,AL,14,N,OAK01
20230414,San Diego PadresMilwaukee Brewers20230414,0,Fri,Milwaukee Brewers,NL,14,San Diego Padres,NL,15,N,SAN02
20230414,Seattle MarinersColorado Rockies20230414,0,Fri,Colorado Rockies,NL,14,Seattle Mariners,AL,14,N,SEA03
20230414,St. Louis CardinalsPittsburgh Pirates20230414,0,Fri,Pittsburgh Pirates,NL,14,St. Louis Cardinals,NL,14,N,STL10
20230414,Toronto Blue JaysTampa Bay Rays20230414,0,Fri,Tampa Bay Rays,AL,14,Toronto Blue Jays,AL,14,N,TOR02
20230414,Washington NationalsCleveland Guardians20230414,0,Fri,Cleveland Guardians,AL,14,Washington Nationals,NL,14,N,WAS11
20230415,Boston Red SoxLos Angeles Angels20230415,0,Sat,Los Angeles Angels,AL,14,Boston Red Sox,AL,15,D,BOS07
